,矢板の全長,引張材位置,腹起し番号
3300,6.6,3.3,1
3301,17.5,4.7,7
3302,10.2,1.7,8
3303,3.9,1.6,8
3304,15.3,6.4,7
3305,14.4,4.6,9
3306,12.6,1.2,4
3307,11.7,0.7,6
3308,12.5,5.3,8
3309,12.5,5.8,2
3310,13.9,3.3,6
3311,13.9,3.9,10
3312,12.1,4.1,4
3313,11.6,3.2,10
3314,10.7,1.9,3
3315,9.8,1.0,5
3316,9.8,4.8,9
3317,8.9,2.5,1
3318,8.1,1.6,4
3319,11.3,1.0,3
3320,18.5,7.8,5
3321,17.6,6.1,7
3322,11.2,2.5,7
3323,10.3,1.2,9
3324,16.6,8.9,4
3325,13.6,2.9,3
3326,14.8,5.4,8
3327,7.7,0.9,10
3328,6.8,0.5,2
3329,8.5,6.6,2
3330,7.6,4.8,4
3331,10.8,2.4,3
3332,9.9,1.5,6
3333,3.5,1.8,9
3334,14.9,4.5,8
3335,8.1,1.9,4
3336,7.6,1.6,10
3337,9.0,3.6,6
3338,8.1,5.3,8
3339,11.3,2.5,8
3340,10.4,1.3,10
3341,17.6,4.7,2
3342,9.0,1.3,8
3343,10.3,5.1,4
3344,14.4,4.9,5
3345,12.6,1.3,10
3346,8.0,5.9,8
3347,10.9,1.7,4
3348,10.4,2.1,10
3349,15.8,6.8,7
3350,14.9,4.9,9
3351,8.5,2.5,9
3352,7.6,1.6,1
3353,14.8,5.2,3
3354,14.0,8.1,5
3355,7.6,4.6,5
3356,6.8,3.1,7
3357,5.9,2.0,9
3358,12.2,4.9,4
3359,3.5,1.8,10
3360,8.1,1.4,5
3361,15.3,4.7,7
3362,13.5,6.8,2
3363,7.3,3.8,1
3364,18.6,7.8,1
3365,17.7,4.2,3
3366,16.8,3.0,5
3367,15.9,2.2,8
3368,9.5,3.2,7
3369,8.6,1.9,9
3370,10.3,5.6,9
3371,9.4,4.5,1
3372,12.7,2.4,10
3373,7.7,1.0,6
3374,10.9,2.7,9
3375,15.8,3.1,8
3376,15.0,4.8,10
3377,14.1,3.2,2
3378,7.7,1.1,2
3379,12.3,1.3,7
3380,19.5,4.7,9
3381,13.1,6.1,9
3382,6.8,3.4,8
3383,11.4,2.6,3
3384,16.3,2.4,2
3385,9.6,1.0,8
3386,14.6,4.0,7
3387,8.2,1.5,6
3388,15.4,6.5,8
3389,9.0,4.1,8
3390,8.1,1.2,10
3391,7.2,3.4,2
3392,13.6,7.2,7
3393,16.8,4.6,6
3394,10.5,2.4,6
3395,9.6,0.4,8
3396,16.8,8.7,10
3397,15.9,6.6,3
3398,10.9,6.6,8
3399,11.8,1.0,4
3400,12.3,3.5,2
3401,11.9,3.4,8
3402,13.1,5.8,3
3403,12.2,4.5,6
3404,6.0,2.5,5
3405,17.3,4.6,4
3406,16.4,7.5,7
3407,15.5,5.4,9
3408,14.6,3.8,1
3409,13.7,2.4,4
3410,12.3,4.2,2
3411,7.3,3.4,7
3412,10.5,1.2,6
3413,17.8,4.0,9
3414,10.5,5.2,10
3415,9.6,3.6,3
3416,10.4,3.5,4
3417,13.7,3.7,4
3418,12.8,0.9,6
3419,6.4,1.6,5
3420,11.0,1.7,1
3421,6.4,2.9,9
3422,5.5,2.2,2
3423,4.6,2.4,4
3424,11.8,7.8,6
3425,10.9,6.0,9
3426,14.2,3.3,8
3427,13.3,2.4,10
3428,12.4,1.8,3
3429,11.5,1.7,5
3430,13.2,5.5,4
3431,12.3,3.9,7
3432,5.9,1.8,6
3433,16.4,2.7,8
3434,15.6,5.9,10
3435,8.3,1.4,2
3436,9.1,1.9,3
3437,8.2,5.4,6
3438,7.3,3.8,8
3439,6.4,2.5,10
3440,17.7,6.0,10
3441,16.8,2.3,2
3442,10.6,0.8,1
3443,9.7,3.3,4
3444,10.5,5.3,5
3445,9.6,4.1,7
3446,11.0,6.4,3
3447,7.8,4.1,2
3448,19.1,8.1,1
3449,12.4,3.6,7
3450,6.0,1.3,7
3451,11.0,2.5,5
3452,11.9,8.5,7
3453,5.1,3.3,3
3454,4.2,2.0,5
3455,13.3,1.9,1
3456,12.4,1.1,3
3457,19.6,3.9,6
3458,13.3,6.1,5
3459,12.4,4.6,7
3460,13.2,3.9,9
3461,12.3,2.8,1
3462,11.5,7.2,4
3463,10.6,5.4,6
3464,9.7,3.0,8
3465,14.7,2.3,7
3466,13.8,1.5,9
3467,15.1,4.6,5
3468,12.0,3.3,4
3469,13.7,6.7,3
3470,17.4,2.4,1
3471,16.5,7.1,3
3472,10.1,3.9,2
3473,9.2,2.5,5
3474,8.4,1.5,7
3475,9.2,3.0,9
3476,14.2,7.2,8
3477,18.8,5.3,3
3478,6.0,2.1,2
3479,5.1,1.6,4
3480,4.2,1.5,6
3481,9.3,2.5,5
3482,10.5,4.5,1
3483,7.5,0.9,9
3484,9.2,7.4,9
3485,8.3,5.6,1
3486,7.4,4.2,3
3487,6.5,2.9,6
3488,5.6,0.8,8
3489,16.1,6.3,10
3490,15.2,4.3,2
3491,14.3,2.8,4
3492,8.0,1.0,4
3493,15.2,3.5,6
3494,12.0,3.0,5
3495,13.4,5.6,1
3496,7.0,3.0,10
3497,18.3,6.2,9
3498,12.0,3.7,9
3499,15.7,5.1,6
3500,9.3,2.2,6
3501,11.1,5.6,5
3502,13.4,2.2,7
3503,8.4,1.3,2
3504,7.5,3.2,4
3505,6.6,1.8,7
3506,17.9,5.3,6
3507,11.6,3.2,5
3508,10.7,2.2,8
3509,9.8,2.6,10
3510,17.0,7.4,2
3511,16.1,5.0,4
3512,13.0,1.2,3
3513,12.1,0.5,6
3514,13.9,6.8,5
3515,13.0,4.8,7
3516,12.1,3.4,10
3517,5.7,1.6,9
3518,10.3,1.3,4
3519,17.5,9.2,6
3520,16.6,7.2,9
3521,16.1,6.2,5
3522,15.3,5.1,7
3523,10.1,1.6,2
3524,7.1,2.6,1
3525,8.5,4.8,7
3526,11.7,2.3,6
3527,10.8,1.3,8
3528,18.0,4.0,1
3529,9.3,2.1,7
3530,16.5,7.6,9
3531,15.7,6.0,1
3532,13.9,1.0,6
3533,7.6,2.9,5
3534,13.9,5.8,10
3535,10.7,1.3,8
3536,9.8,0.9,1
3537,17.0,8.4,3
3538,10.7,5.2,2
3539,9.8,3.8,5
3540,11.1,5.7,1
3541,10.7,2.5,6
3542,9.8,0.4,9
3543,8.9,5.8,1
3544,8.0,3.9,3
3545,7.1,2.5,6
3546,6.2,1.5,8
3547,17.5,2.8,7
3548,16.7,7.1,10
3549,14.9,3.7,4
3550,10.2,4.4,3
3551,14.8,3.9,8
3552,8.4,5.1,8
3553,13.5,4.7,6
3554,12.6,3.0,9
3555,11.7,1.8,1
3556,5.3,3.1,10
3557,4.4,1.7,3
3558,11.6,6.4,5
3559,13.9,2.7,7
3560,13.0,1.8,9
3561,14.0,7.0,1
3562,13.1,3.8,3
3563,6.7,1.8,2
3564,5.8,0.9,5
3565,16.2,6.2,6
3566,15.3,4.4,8
3567,14.4,3.0,1
3568,9.4,2.5,6
3569,8.5,1.6,8
3570,8.1,4.5,4
3571,7.2,3.1,6
3572,6.3,2.0,9
3573,13.5,2.3,1
3574,12.6,0.8,3
3575,11.7,6.3,6
3576,14.9,3.3,5
3577,4.4,2.0,7
3578,3.5,1.1,10
3579,10.7,3.2,2
3580,9.8,7.5,4
3581,19.0,7.1,10
3582,18.1,5.5,2
3583,12.2,3.7,10
3584,10.8,4.4,8
3585,15.4,3.4,3
3586,9.0,1.7,3
3587,13.6,4.9,8
3588,12.7,3.0,10
3589,13.5,5.1,2
3590,12.6,3.1,4
3591,12.2,7.9,10
3592,11.3,5.3,2
3593,10.4,3.4,5
3594,9.5,2.1,7
3595,3.1,0.7,6
3596,7.7,0.5,1
3597,9.4,6.7,1
3598,8.5,4.8,3
3599,6.7,2.2,8
3600,5.8,0.7,10
3601,5.4,3.6,6
3602,16.4,5.8,2
3603,10.8,2.7,3
3604,15.4,1.1,8
3605,6.7,1.5,4
3606,14.0,5.8,6
3607,6.8,2.3,8
3608,11.4,2.0,3
3609,5.0,2.3,2
3610,11.3,5.9,7
3611,10.4,4.6,9
3612,13.6,0.7,9
3613,8.6,4.4,4
3614,8.1,3.9,10
3615,7.2,2.5,2
3616,6.3,1.5,4
3617,17.7,3.1,4
3618,16.8,7.1,6
3619,10.9,5.2,4
3620,10.0,2.2,6
3621,15.0,8.1,5
3622,14.1,5.7,7
3623,7.7,3.0,6
3624,6.8,1.7,9
3625,11.4,0.9,4
3626,13.1,0.8,3
3627,12.2,7.0,5
3628,15.5,4.2,5
3629,10.9,4.9,4
3630,11.3,5.5,2
3631,8.2,3.9,10
3632,7.3,2.0,3
3633,18.6,4.4,2
3634,8.1,2.7,4
3635,7.2,1.5,7
3636,10.5,3.3,6
3637,5.4,2.7,1
3638,16.8,6.4,1
3639,16.0,3.7,3
3640,12.8,1.2,2
3641,10.4,8.8,4
3642,9.5,6.9,6
3643,8.6,5.2,9
3644,7.7,2.1,1
3645,6.8,1.4,3
3646,5.9,3.3,6
3647,17.2,7.5,5
3648,16.4,5.8,7
3649,15.6,4.7,10
3650,15.0,3.2,5
3651,10.0,7.3,1
3652,13.2,4.6,10
3653,6.8,2.1,9
3654,14.1,6.6,2
3655,7.3,2.9,8
3656,6.8,0.6,3
3657,11.4,5.0,9
3658,5.1,2.4,8
3659,4.2,1.3,10
3660,10.5,3.5,5
3661,12.8,3.5,7
3662,11.9,1.7,9
3663,7.3,3.3,8
3664,17.7,8.7,9
3665,16.9,6.3,2
3666,16.0,4.3,4
3667,15.1,2.2,6
3668,14.2,1.3,8
3669,13.3,3.7,1
3670,12.4,2.2,3
3671,19.6,7.4,5
3672,11.0,1.6,1
3673,12.4,1.7,7
3674,11.5,1.1,9
3675,10.9,4.2,5
3676,10.1,2.7,8
3677,11.0,2.8,9
3678,10.1,1.5,2
3679,9.2,5.8,4
3680,11.5,1.6,5
3681,12.9,3.4,1
3682,6.5,1.4,1
3683,12.8,7.7,5
3684,12.3,7.7,1
3685,11.5,3.7,3
3686,4.6,1.9,9
3687,13.8,0.8,5
3688,15.2,3.1,1
3689,14.3,5.9,3
3690,7.9,3.1,3
3691,8.7,3.1,4
3692,11.9,1.2,4
3693,5.6,1.0,3
3694,11.9,6.1,8
3695,15.1,4.0,7
3696,14.3,2.9,9
3697,13.4,0.4,2
3698,10.1,7.0,6
3699,9.2,5.4,9
3700,12.4,3.0,8
3701,11.5,2.2,10
3702,17.8,8.1,5
3703,17.0,6.1,7
3704,16.5,6.0,3
3705,15.6,3.3,5
3706,14.7,7.0,8
3707,13.8,5.3,10
3708,7.4,2.7,9
3709,12.0,1.9,4
3710,11.1,1.2,7
3711,18.3,4.4,9
3712,16.9,6.9,7
3713,16.0,3.0,10
3714,15.1,2.1,2
3715,10.1,7.0,7
3716,9.7,5.6,3
3717,12.5,2.8,9
3718,11.6,1.1,1
3719,11.1,1.9,7
3720,10.2,2.0,9
3721,17.4,7.2,1
3722,10.1,3.0,3
3723,14.7,1.1,8
3724,8.3,0.2,8
3725,15.6,8.3,10
3726,12.5,2.5,9
3727,11.6,1.6,1
3728,10.7,1.0,3
3729,17.9,8.6,6
3730,17.0,6.0,8
3731,16.1,4.3,10
3732,9.7,2.0,10
3733,16.1,4.2,4
3734,9.7,6.3,4
3735,12.1,2.3,5
3736,13.8,5.8,5
3737,12.9,2.0,7
3738,12.0,5.9,9
3739,11.1,4.2,2
3740,4.8,1.6,1
3741,15.2,3.9,3
3742,16.6,3.5,8
3743,15.7,2.7,1
3744,8.4,3.5,2
3745,7.0,2.3,1
3746,6.1,1.7,3
3747,12.5,6.5,8
3748,11.6,4.9,10
3749,10.7,3.9,2
3750,9.8,0.8,4
3751,8.9,3.7,7
3752,8.4,3.3,3
3753,7.5,2.1,5
3754,6.6,1.3,7
3755,18.0,2.6,7
3756,11.2,1.7,2
3757,10.3,1.8,5
3758,9.8,2.5,1
3759,11.2,3.7,6
3760,10.3,1.9,9
3761,3.9,1.0,8
3762,11.1,9.0,10
3763,10.2,6.6,3
3764,8.9,5.4,1
3765,8.0,1.5,3
3766,7.1,5.3,5
3767,10.3,2.4,5
3768,9.4,1.3,7
3769,16.6,5.8,9
3770,10.2,3.5,9
3771,9.3,0.5,1
3772,8.4,3.1,3
3773,7.5,1.8,6
3774,14.8,6.3,8
3775,8.4,3.9,7
3776,7.6,3.2,10
3777,10.8,2.7,9
3778,18.0,7.7,1
3779,17.1,5.8,4
3780,16.2,4.4,6
3781,9.8,2.3,5
3782,8.9,1.7,8
3783,15.3,6.5,2
3784,8.9,3.8,2
3785,13.9,2.9,10
3786,13.0,2.1,3
3787,12.1,6.0,5
3788,4.9,2.2,7
3789,4.0,0.7,9
3790,11.2,2.3,1
3791,13.5,3.9,3
3792,12.6,2.6,5
3793,14.3,5.8,5
3794,13.4,1.8,7
3795,12.6,1.0,9
3796,17.1,5.9,4
3797,15.8,3.9,2
3798,14.9,3.2,5
3799,8.5,2.9,4
3800,13.1,2.7,9
3801,9.8,3.9,4
3802,13.0,3.4,3
3803,12.1,1.0,6
3804,11.2,3.4,8
3805,10.3,2.0,10
3806,9.9,1.8,6
3807,4.0,3.0,4
3808,3.1,1.6,6
3809,10.3,6.9,8
3810,13.5,4.4,8
3811,7.1,1.4,7
3812,6.3,0.9,9
3813,17.7,7.3,9
3814,11.3,4.1,8
3815,11.7,4.2,6
3816,11.2,4.9,2
3817,10.3,0.9,4
3818,14.9,6.3,10
3819,8.5,3.4,9
3820,7.6,2.3,1
3821,6.8,1.3,3
3822,14.0,5.1,6
3823,10.9,2.9,5
3824,11.7,4.5,6
3825,10.8,3.4,9
3826,3.6,2.5,10
3827,9.9,5.2,5
3828,9.0,4.4,7
3829,12.2,2.0,7
3830,7.2,4.7,2
3831,6.3,3.2,4
3832,5.8,3.7,10
3833,5.0,1.4,2
3834,15.9,2.4,8
3835,11.3,8.8,7
3836,10.4,6.6,9
3837,13.6,4.2,8
3838,12.7,2.6,1
3839,13.5,1.7,2
3840,12.6,6.7,5
3841,5.5,2.5,6
3842,16.8,5.3,6
3843,15.9,4.4,8
3844,15.0,6.3,10
3845,8.6,3.1,10
3846,7.7,1.8,2
3847,14.9,5.8,4
3848,8.5,3.4,4
3849,7.6,2.7,6
3850,18.6,3.3,2
3851,10.0,1.3,8
3852,11.3,3.9,4
3853,12.2,6.1,5
3854,15.5,1.4,5
3855,14.6,5.0,7
3856,8.2,2.0,6
3857,9.9,6.4,6
3858,9.0,3.4,8
3859,10.4,5.3,4
3860,11.4,0.8,10
3861,18.6,9.2,2
3862,17.7,7.1,4
3863,11.3,4.4,4
3864,15.9,4.0,9
3865,15.0,2.9,1
3866,4.6,0.2,3
3867,15.9,7.8,3
3868,15.0,5.5,5
3869,14.1,3.7,7
3870,13.2,2.3,10
3871,12.7,6.6,6
3872,17.3,5.9,1
3873,10.9,3.2,10
3874,10.0,2.0,2
3875,9.1,1.2,5
3876,14.2,4.5,4
3877,13.3,2.6,6
3878,12.4,1.3,8
3879,10.0,4.0,10
3880,9.1,2.4,3
3881,13.1,7.2,4
3882,6.4,3.2,10
3883,15.5,2.3,5
3884,15.9,3.3,4
3885,8.7,3.1,5
3886,7.9,1.9,8
3887,7.3,1.1,3
3888,11.9,0.7,9
3889,11.0,2.3,1
3890,12.7,6.1,10
3891,6.3,3.5,10
3892,5.5,2.3,2
3893,16.9,5.8,1
3894,16.0,8.4,4
3895,15.1,6.4,6
3896,8.7,3.7,5
3897,7.8,2.5,8
3898,12.4,1.0,3
3899,14.1,1.3,2
3900,13.2,7.1,5
3901,12.3,5.0,7
3902,11.4,3.3,9
3903,10.1,2.0,7
3904,11.4,8.4,3
3905,10.5,6.3,5
3906,13.8,3.6,5
3907,12.0,1.4,9
3908,13.7,4.3,9
3909,12.8,5.9,1
3910,6.5,2.9,10
3911,11.4,3.4,9
3912,9.6,1.3,4
3913,8.7,2.6,6
3914,10.5,6.7,6
3915,9.6,5.0,8
3916,12.9,2.8,7
3917,12.0,1.9,9
3918,11.1,2.0,2
3919,12.8,6.1,1
3920,11.9,4.1,3
3921,11.0,2.6,6
3922,4.6,1.0,5
3923,11.8,2.5,7
3924,5.1,0.9,3
3925,10.0,5.5,2
3926,9.1,3.9,4
3927,14.2,4.4,3
3928,7.5,1.7,9
3929,12.4,5.6,8
3930,6.0,2.9,7
3931,10.6,1.8,2
3932,16.9,1.8,7
3933,16.0,7.5,9
3934,15.6,6.6,5
3935,14.7,4.8,7
3936,9.7,3.9,3
3937,12.9,2.3,2
3938,12.0,4.3,4
3939,11.1,2.8,7
3940,10.2,1.7,9
3941,15.2,1.0,8
3942,8.8,2.2,7
3943,9.2,3.6,5
3944,10.1,4.4,7
3945,9.2,2.8,9
3946,17.4,6.0,7
3947,6.9,4.4,10
3948,6.1,3.2,2
3949,9.3,1.4,1
3950,16.5,0.3,4
3951,10.1,5.4,3
3952,9.2,3.6,5
3953,8.3,2.2,7
3954,7.4,1.2,10
3955,14.7,3.0,2
3956,7.4,4.8,4
3957,6.6,3.3,6
3958,5.7,2.1,8
3959,4.8,1.3,1
3960,12.0,4.7,3
3961,10.5,5.1,1
3962,13.4,2.5,7
3963,13.0,1.7,3
3964,14.2,3.6,9
3965,13.3,6.8,1
3966,12.9,6.1,7
3967,6.2,2.0,3
3968,5.3,1.1,5
3969,15.7,2.0,7
3970,9.3,3.3,6
3971,8.4,1.9,8
3972,15.6,7.0,1
3973,14.7,3.3,3
3974,8.3,1.3,2
3975,7.5,4.0,5
3976,6.6,2.5,7
3977,6.1,2.7,3
3978,5.2,1.6,5
3979,4.3,0.9,7
3980,11.5,8.3,10
3981,14.7,5.2,9
3982,13.9,3.7,1
3983,13.0,2.5,4
3984,12.1,0.6,6
3985,19.3,4.6,8
3986,6.6,3.0,7
3987,5.7,1.8,9
3988,12.9,4.7,2
3989,11.1,7.1,6
3990,15.2,6.0,7
3991,14.3,4.6,9
3992,7.0,3.4,1
3993,6.2,1.9,3
3994,13.4,7.1,6
3995,10.3,1.6,5
3996,9.4,0.9,7
3997,10.7,5.8,3
3998,10.2,5.6,8
3999,10.7,6.5,7
4000,11.6,1.2,2
4001,6.6,2.1,8
4002,13.8,7.4,10
4003,6.6,3.3,2
4004,5.8,2.4,4
4005,4.9,0.2,6
4006,4.0,1.5,9
4007,13.0,2.1,4
4008,12.1,1.1,7
4009,13.5,2.8,3
4010,13.0,2.6,8
4011,13.4,6.2,6
4012,10.4,1.2,5
4013,12.1,2.6,5
4014,11.2,1.3,7
4015,4.8,3.7,6
4016,15.8,6.5,2
4017,14.9,4.1,4
4018,8.5,1.7,4
4019,9.3,2.2,6
4020,6.2,1.7,4
4021,7.5,4.3,10
4022,6.7,3.0,2
4023,6.2,3.4,8
4024,4.4,2.5,3
4025,11.6,7.7,5
4026,10.7,5.8,7
4027,9.8,4.5,10
4028,8.9,3.7,2
4029,12.2,1.8,1
4030,7.5,4.8,10
4031,12.1,3.9,5
4032,17.1,5.3,4
4033,12.1,9.2,9
4034,15.3,5.9,9
4035,10.3,4.6,4
4036,13.6,2.3,3
4037,8.9,2.2,2
4038,11.8,0.9,8
4039,6.2,2.6,9
4040,12.5,3.2,4
4041,9.5,3.4,2
4042,8.6,1.9,5
4043,15.8,6.6,7
4044,9.4,2.7,6
4045,8.5,0.9,9
4046,7.6,4.1,1
4047,6.7,2.5,3
4048,11.7,3.6,2
4049,13.0,6.0,8
4050,10.0,1.9,7
4051,11.7,8.4,6
4052,4.1,2.0,4
4053,9.0,2.9,3
4054,8.1,2.1,5
4055,7.2,2.8,8
4056,18.5,7.5,7
4057,8.0,4.7,9
4058,11.3,2.3,9
4059,10.4,1.5,1
4060,12.2,2.7,10
4061,11.3,7.1,3
4062,10.4,5.4,5
4063,15.0,4.0,10
4064,9.4,2.4,1
4065,13.5,6.6,2
4066,10.0,0.7,7
4067,11.7,1.5,7
4068,4.5,2.8,8
4069,15.8,6.1,8
4070,14.9,4.7,10
4071,8.2,1.1,6
4072,7.7,1.9,2
4073,14.0,7.0,6
4074,7.6,4.1,6
4075,6.7,2.8,8
4076,5.8,2.1,10
4077,4.9,3.0,3
4078,16.3,7.8,2
4079,15.4,4.9,4
4080,10.4,4.7,10
4081,13.7,2.5,9
4082,12.8,1.8,1
4083,14.5,8.7,1
4084,19.1,7.1,6
4085,12.7,4.1,5
4086,5.4,1.2,7
4087,16.7,2.1,6
4088,15.8,6.4,9
4089,9.6,3.6,8
4090,8.7,2.5,10
4091,7.8,0.8,3
4092,9.5,1.4,2
4093,8.6,6.1,4
4094,11.8,3.0,4
4095,10.9,1.7,6
4096,11.8,3.6,8
4097,10.9,3.0,10
4098,11.8,7.3,2
4099,4.1,2.4,10
4100,12.3,1.6,8
4101,13.7,6.2,4
4102,7.3,3.1,3
4103,6.4,1.8,5
4104,17.7,4.7,5
4105,16.8,3.6,7
4106,10.5,1.8,6
4107,9.6,2.6,9
4108,16.8,7.3,1
4109,9.5,2.9,3
4110,12.8,1.2,2
4111,11.9,0.8,4
4112,19.1,8.1,7
4113,8.6,5.1,9
4114,7.7,3.5,1
4115,6.9,3.2,4
4116,10.1,1.0,3
4117,17.3,9.1,5
4118,16.4,6.3,8
4119,15.9,6.1,3
4120,2.8,0.5,9
4121,6.9,2.5,10
4122,13.2,5.5,4
4123,16.4,3.2,4
4124,5.9,2.7,6
4125,5.0,3.2,8
4126,4.1,1.9,1
4127,15.4,4.7,10
4128,10.4,2.8,5
4129,13.8,3.0,5
4130,18.7,7.4,3
4131,8.2,4.3,6
4132,12.8,4.1,1
4133,6.4,2.1,10
4134,5.5,1.6,3
4135,4.6,2.3,5
4136,11.8,7.6,7
4137,10.9,6.0,9
4138,14.2,2.5,9
4139,13.3,0.8,1
4140,7.0,1.6,10
4141,14.2,7.4,3
4142,13.3,4.9,5
4143,12.4,3.3,7
4144,11.9,0.8,3
4145,11.0,5.7,6
4146,9.2,2.7,10
4147,10.9,5.4,10
4148,13.8,2.7,5
4149,13.3,2.6,1
4150,14.6,8.1,7
4151,13.3,4.8,5
4152,12.4,3.6,7
4153,11.5,2.9,10
4154,9.7,2.8,4
4155,14.6,3.0,3
4156,16.0,5.8,9
4157,15.1,4.5,1
4158,8.7,2.8,1
4159,7.8,3.5,3
4160,12.9,3.7,2
4161,17.4,2.9,7
4162,4.7,1.8,6
4163,11.9,7.6,8
4164,16.5,6.4,3
4165,10.1,4.0,3
4166,9.2,2.8,5
4167,8.3,1.9,7
4168,9.1,6.9,9
4169,8.2,3.6,1
4170,11.6,1.7,1
4171,10.7,0.9,3
4172,9.8,1.9,5
4173,9.2,2.3,1
4174,8.3,1.3,3
4175,15.5,4.9,6
4176,9.2,2.8,5
4177,8.3,4.8,7
4178,7.4,2.9,10
4179,6.6,1.8,2
4180,11.1,2.1,7
4181,12.9,2.0,6
4182,12.0,0.8,9
4183,5.6,3.9,8
4184,4.7,2.4,10
4185,16.0,4.8,10
4186,15.2,3.6,2
4187,14.3,2.4,4
4188,13.4,4.9,7
4189,7.0,2.1,6
4190,7.9,4.6,8
4191,7.0,3.4,10
4192,12.0,7.6,9
4193,5.2,2.7,5
4194,4.3,1.4,7
4195,15.7,4.3,6
4196,14.8,2.8,9
4197,13.9,1.7,1
4198,7.5,2.1,10
4199,14.7,7.8,3
4200,13.8,5.9,5
4201,13.3,4.8,1
4202,6.5,2.4,7
4203,17.9,5.0,6
4204,5.2,3.2,5
4205,4.3,1.9,7
4206,3.4,1.0,9
4207,10.6,3.0,2
4208,9.7,1.7,4
4209,12.9,4.3,3
4210,12.0,2.7,6
4211,11.1,1.6,8
4212,18.3,5.1,10
4213,11.2,5.3,2
4214,10.3,3.7,4
4215,9.4,2.4,6
4216,10.2,2.2,8
4217,13.4,1.0,8
4218,7.0,1.6,7
4219,14.2,6.8,9
4220,13.4,5.0,2
4221,7.1,3.3,1
4222,6.2,1.8,3
4223,5.3,1.1,6
4224,15.7,5.4,7
4225,14.8,4.0,9
4226,13.9,1.3,2
4227,13.0,0.5,4
4228,9.7,6.7,9
4229,13.0,3.9,8
4230,18.0,4.0,7
4231,11.2,1.6,3
4232,10.7,4.7,9
4233,12.1,7.2,4
4234,11.2,5.4,7
4235,14.4,2.9,6
4236,9.8,4.1,5
4237,8.9,5.5,7
4238,7.1,2.1,2
4239,6.2,1.1,4
4240,13.4,3.5,6
4241,12.1,7.4,4
4242,11.2,5.6,7
4243,14.9,3.7,4
4244,14.0,5.6,7
4245,13.4,5.2,2
4246,6.7,1.2,8
4247,13.9,4.3,1
4248,10.7,1.0,9
4249,12.6,8.5,9
4250,11.7,6.3,1
4251,10.8,4.5,3
4252,9.9,3.2,6
4253,9.0,2.1,8
4254,8.1,1.3,10
4255,15.3,8.8,2
4256,6.6,1.5,8
4257,13.8,3.9,1
4258,13.0,2.2,3
4259,12.1,7.1,5
4260,11.2,5.1,7
4261,10.3,3.4,10
4262,9.5,2.2,2
4263,8.6,1.3,4
4264,10.3,3.1,4
4265,7.1,2.2,3
4266,8.5,4.6,8
4267,13.5,5.7,7
4268,12.6,1.6,9
4269,11.7,0.6,2
4270,4.4,1.4,3
4271,11.7,5.1,6
4272,10.8,3.5,8
4273,9.9,2.3,10
4274,14.8,7.9,9
4275,8.5,5.0,8
4276,7.6,3.7,1
4277,6.7,2.6,3
4278,18.0,0.9,2
4279,17.1,7.4,5
4280,16.2,5.2,7
4281,14.5,2.2,2
4282,13.6,1.2,4
4283,12.7,2.4,6
4284,8.1,3.9,5
4285,11.3,1.7,4
4286,18.5,5.4,7
4287,17.6,4.2,9
4288,16.7,6.6,1
4289,10.3,3.2,1
4290,9.4,1.8,3
4291,8.5,0.8,5
4292,15.8,2.7,8
4293,9.5,1.3,7
4294,13.5,5.1,8
4295,12.6,3.7,10
4296,5.3,2.5,2
4297,12.6,8.4,4
4298,9.0,1.4,9
4299,16.2,3.6,2
4300,15.4,2.4,4
4301,14.9,7.9,10
4302,14.0,5.8,2
4303,9.0,4.9,7
4304,12.2,2.7,7
4305,11.3,1.7,9
4306,10.4,2.6,1
4307,12.2,7.1,1
4308,11.3,5.4,3
4309,10.4,4.1,5
4310,9.5,2.6,8
4311,8.6,1.9,10
4312,13.6,4.7,9
4313,11.8,1.9,3
4314,13.6,3.7,3
4315,18.1,9.3,8
4316,11.8,5.9,7
4317,10.9,3.6,10
4318,11.7,6.0,1
4319,8.6,4.2,10
4320,9.9,6.9,6
4321,9.5,5.7,2
4322,14.1,4.4,7
4323,13.2,2.8,9
4324,6.8,1.5,9
4325,5.9,3.4,1
4326,17.2,7.3,10
4327,16.3,5.5,3
4328,15.4,4.1,5
4329,9.0,2.3,4
4330,8.1,2.8,7
4331,7.3,1.6,9
4332,14.6,6.2,1
4333,8.2,3.0,1
4334,7.3,1.7,3
4335,10.5,0.6,2
4336,17.7,8.4,5
4337,11.3,5.1,4
4338,15.9,4.1,9
4339,15.0,3.0,1
4340,14.1,2.3,4
4341,13.7,5.1,10
4342,12.8,3.6,2
4343,11.9,1.6,4
4344,11.0,0.7,6
4345,18.2,1.8,9
4346,4.6,1.6,10
4347,15.5,3.1,6
4348,15.0,3.2,2
4349,16.3,3.3,7
4350,15.5,2.5,10
4351,15.0,8.0,6
4352,11.5,1.3,1
4353,12.3,1.2,2
4354,11.4,4.6,5
4355,10.5,2.9,7
4356,12.3,6.1,6
4357,11.4,4.8,9
4358,13.7,1.4,10
4359,12.8,2.3,3
4360,8.2,4.1,1
4361,8.6,4.2,10
4362,11.9,2.3,9
4363,11.0,1.8,1
4364,11.9,5.1,3
4365,11.0,3.6,5
4366,3.7,1.0,7
4367,10.0,6.1,1
4368,13.2,3.2,1
4369,12.3,2.1,3
4370,11.4,1.3,5
4371,6.9,5.3,4
4372,6.0,3.7,7
4373,5.1,2.5,9
4374,11.4,2.6,3
