No,íÁëÃâÑí∑,íÁëÃïù,ç∂âEï«ëÃçÇÇ≥,ñÓî¬ÇÃëSí∑,ç™ì¸ÇÍê[Ç≥,íÜãlìyìVí[çÇÇ≥,íÁäOãÊä‘ínï\ñ ,íÁì‡ãÊä‘ínï\ñ ,à¯í£çﬁä‘äu,à¯í£çﬁà íu,ç›óàínî’èdó ,ç›óàínî’ãÊï™,ç›óàínî’Níl,ç›óàínî’ñÄéCäp,ç›óàínî’îSíÖóÕ,ç›óàínî’ïœå`åWêî,íÜãlÇﬂèdó ,íÜãlÇﬂãÊï™,íÜãlÇﬂNíl,íÜãlÇﬂñÄéCäp,íÜãlÇﬂîSíÖóÕ,ñÓî¬å^,ñÓî¬çﬁóø,à¯í£çﬁíºåa,à¯í£çﬁçﬁóøî‘çÜ,ï†ãNÇµçﬁéø,ï†ãNÇµî‘çÜ,íÁäOë§êÖà _èÌéû,íÁì‡ë§êÖà _èÌéû,íÁäOë§êÖà _ínêkéû,íÁì‡ë§êÖà _ínêkéû, êkìx
23989,11,13,9.5,14.4,4.9,9.4,0,2.8,0.8,6.9,14, _Clay,7,22,62,140900,20, _Clay,21,43,275,3, _SY295,25,1,1,9,8.9,0.1,7.6,0.2,0.4
24000,15,9.2,5.4,7.6,2.2,5.3,0,1.4,0.8,3.3,18, _Sandy,26,10,100,138100,12, _Clay,21,22,155,4, _SY390,58,0,1,5,4.5,1.2,4.7,1,0.2
24005,20,4.8,10,11.7,1.7,9.9,0,0.2,1.6,4.5,11, _Clay,10,3,22,97000,15, _Sandy,25,37,37,4, _SY295,29,0,0,10,9.8,0.1,4.7,0,0.4
24010,12,9.4,7.9,13.1,5.2,7.8,0,2,1.6,4.2,13, _Clay,19,42,41,95600,16, _Sandy,25,27,277,5, _SY390,45,0,1,8,7.4,1.5,5,1.1,0.5
24014,30,2.5,9.8,12.2,2.4,9.7,0,4,0.8,7.6,17, _Clay,33,8,186,174200,19, _Clay,7,11,157,5, _SY390,50,1,1,5,8.6,1.3,4.1,0.3,0.3
24024,23,1.4,6.9,15.9,9,6.8,0,2.4,1.6,5.3,18, _Sandy,16,27,89,191600,13, _Clay,0,23,278,5, _SY390,87,1,0,8,3.6,0,3,2.2,0.4
24036,22,9.2,7,10,3,6.9,0,2.7,0.8,3.6,19, _Sandy,29,42,1,108700,13, _Clay,18,7,220,5, _SY390,66,1,1,6,3.6,0.3,6.1,1.1,0.1
24067,16,11.1,9.4,11.4,2,9.3,2.2,0,0.8,4.3,18, _Clay,28,8,204,41200,20, _Sandy,40,37,100,4, _SY295,71,1,0,3,3.2,0,2.3,0,0.3
24072,15,11.8,8.8,18.2,9.4,8.7,2.5,0,1.6,3.8,19, _Clay,11,2,20,79600,18, _Sandy,36,1,99,5, _SY295,69,1,0,3,7.8,0,5.5,0,0.4
24086,22,9,3.6,9.2,5.6,3.5,0,0.2,1.6,1.5,19, _Sandy,44,1,9,76000,19, _Sandy,25,15,43,5, _SY295,79,0,1,10,0.5,0,1.1,0,0.1
24093,12,6.9,9.9,13.7,3.8,9.8,4.1,0,1.6,4.8,13, _Clay,12,9,261,94100,14, _Clay,28,37,101,4, _SY295,73,1,1,3,5.2,0,8.2,0,0.3
24102,10,7.3,2.8,7,4.2,2.7,0.2,0,0.8,1.4,16, _Sandy,0,44,290,191500,11, _Clay,3,43,162,3, _SY295,31,1,0,5,1.8,0,0.9,0,0.1
24106,13,8.3,9.7,12.8,3.1,9.6,0,3.5,0.8,8.3,13, _Sandy,15,10,240,190700,19, _Sandy,44,34,224,5, _SY295,75,0,0,5,9.6,1.4,9.5,0.6,0.4
24111,29,7.7,3.8,8.4,4.6,3.7,0.8,0,0.8,3.2,19, _Clay,39,35,18,89900,17, _Clay,28,5,222,3, _SY295,56,1,0,7,0.8,0,3.4,0,0.3
24116,10,2,2.9,10.6,7.7,2.8,0.1,0,1.6,0.3,18, _Sandy,13,15,202,108700,20, _Clay,21,28,103,3, _SY390,77,0,0,3,1.6,0,2.7,0,0.3
24127,11,3.5,2.7,9.7,7,2.6,0,0.7,0.8,1.9,17, _Clay,16,17,181,6300,15, _Sandy,36,25,226,4, _SY295,79,0,1,5,1.3,0.6,1.1,0.4,0.3
24138,23,8.7,8.2,16.5,8.3,8.1,2.3,0,0.8,5.5,20, _Clay,9,4,17,43200,14, _Clay,32,23,165,3, _SY390,27,1,0,4,8,0,6.6,0,0.1
24150,18,2.2,2.9,8.8,5.9,2.8,0.7,0,1.6,1.2,17, _Clay,11,6,191,20300,14, _Sandy,39,15,106,5, _SY295,56,1,1,2,1.2,0,2.4,0,0.5
24162,30,14,9.7,15.2,5.5,9.6,1.4,0,1.6,7.5,19, _Clay,50,21,6,96700,16, _Sandy,11,24,289,4, _SY390,55,0,1,7,5.2,0,1.8,0,0.3
24164,12,8.5,7.3,13.4,6.1,7.2,2.6,0,1.6,4.4,16, _Clay,19,4,277,56400,11, _Clay,25,4,108,5, _SY390,47,1,1,1,3.8,0,2.6,0,0.1
24167,18,4.3,2.2,5.3,3.1,2.1,0.1,0,0.8,1.6,17, _Sandy,49,1,287,155200,17, _Clay,0,21,228,4, _SY390,56,1,0,5,1.6,0,1.2,0,0.2
24185,18,6.4,9.6,19.4,9.8,9.5,3.7,0,0.8,6.4,16, _Sandy,35,42,82,91100,20, _Clay,11,28,50,3, _SY295,55,0,1,8,5,0,5.2,0,0.4
24205,24,10.8,2.5,8,5.5,2.4,0,0,1.6,1.9,18, _Sandy,6,6,208,86300,15, _Clay,21,40,49,4, _SY295,78,1,0,10,1.5,0,2,0,0.1
24211,13,7.6,4.4,5.7,1.3,4.3,1.5,0,1.6,3.2,15, _Sandy,0,14,169,184300,19, _Sandy,36,3,232,5, _SY295,64,0,0,4,2.8,0,1.5,0,0.5
24221,17,3.8,8.4,16.7,8.3,8.3,1.8,0,1.6,5.1,19, _Clay,18,2,207,181500,11, _Clay,36,27,112,3, _SY390,31,0,0,10,4,0,2.5,0,0.3
24226,12,3.2,2.4,12.2,9.8,2.3,0,0,0.8,1.3,15, _Clay,42,26,285,80700,18, _Sandy,21,43,110,4, _SY390,78,0,0,2,0.9,0,0,0,0.2
24233,12,10.4,3.1,9,5.9,3,0.6,0,1.6,1.1,16, _Clay,21,3,81,158500,20, _Sandy,43,18,53,5, _SY295,60,0,1,8,2.1,0,1,0,0.3
24242,10,10.8,4.1,10.4,6.3,4,1.4,0,0.8,2.8,19, _Clay,9,39,109,56900,16, _Sandy,18,25,113,5, _SY295,85,0,0,10,1.5,0,3.4,0,0.5
24252,24,9.7,9.3,12.6,3.3,9.2,1,0,0.8,6,19, _Clay,43,13,12,74300,20, _Sandy,11,37,234,5, _SY295,56,0,1,4,5.2,0,8.4,0,0.1
24255,17,1.5,5.7,9.9,4.2,5.6,2.5,0,0.8,2.8,19, _Sandy,47,9,119,13800,13, _Sandy,32,29,113,4, _SY390,45,1,1,1,4.8,0,5.2,0,0.2
24257,12,13.1,9.9,10.8,0.9,9.8,0.5,0,0.8,7.1,17, _Clay,42,37,293,132800,11, _Sandy,0,34,174,3, _SY390,57,1,0,3,8,0,4.1,0,0.1
24270,11,7.8,10,14.4,4.4,9.9,0.3,0,0.8,2.5,18, _Clay,3,8,205,49900,11, _Sandy,18,18,115,5, _SY390,36,1,1,10,7.5,0,0.7,0,0.3
24273,25,12.7,6.4,11.7,5.3,6.3,0,3,1.6,5.1,18, _Clay,8,5,12,188500,13, _Sandy,39,10,294,4, _SY295,25,0,1,7,6.3,1.1,6.3,0.7,0.3
24286,29,8.9,2.3,5,2.7,2.2,0,1,1.6,1.6,12, _Sandy,26,38,50,185700,15, _Sandy,39,34,175,5, _SY295,58,1,1,3,2.1,0.1,1.1,0.9,0.1
24315,21,3.2,7.1,8.2,1.1,7,0,1.2,0.8,6.7,14, _Clay,5,21,282,158500,17, _Sandy,46,39,236,3, _SY295,71,1,1,5,6.9,0.9,3.2,0.5,0.5
24320,12,7.8,5,9.5,4.5,4.9,0,2,1.6,4.5,16, _Clay,14,14,1,157100,18, _Sandy,46,28,176,4, _SY390,88,0,0,3,4.7,1.4,3.1,1.6,0.1
24339,11,3.2,4.6,10.5,5.9,4.5,0,0.8,0.8,2.1,18, _Clay,10,24,29,112600,16, _Clay,10,21,117,5, _SY390,64,0,0,1,2.9,0.5,2.7,0.4,0.4
24344,12,10.6,3.8,12.9,9.1,3.7,0,1.4,0.8,2.4,17, _Sandy,35,4,213,131300,19, _Sandy,2,44,297,4, _SY295,85,0,1,7,1.6,0.6,2.8,0,0.4
24350,21,7.4,5.6,10.5,4.9,5.5,0,1,0.8,2.1,14, _Sandy,29,12,173,30400,13, _Clay,18,7,180,5, _SY295,70,1,1,2,5.2,0.6,4.6,0.4,0.3
24371,22,10.3,2.8,9.7,6.9,2.7,0,0.1,1.6,0.9,13, _Sandy,45,4,173,144500,16, _Clay,46,24,240,4, _SY390,39,0,1,5,1.1,0,2.4,0,0.5
24384,29,7.6,5.7,8.8,3.1,5.6,0,1.1,1.6,3.1,13, _Clay,27,2,162,140900,17, _Sandy,36,39,183,4, _SY390,50,1,1,1,4,0.4,4.1,0.3,0.1
24387,15,3.3,8.7,18.3,9.6,8.6,0,2.7,0.8,7.9,14, _Sandy,6,44,172,40700,12, _Sandy,11,11,3,3, _SY295,58,1,1,5,3.3,2.2,3.7,2.6,0.2
24398,15,11.4,7.3,8.3,1,7.2,0,1.7,1.6,6.7,14, _Clay,14,18,172,97800,14, _Sandy,50,42,183,4, _SY295,76,0,1,1,3.5,0.7,5.7,1.1,0.2
24404,11,4.2,2.5,3.3,0.8,2.4,0,0,1.6,1.6,20, _Clay,34,26,229,36500,15, _Clay,11,25,124,5, _SY295,42,1,0,9,2.3,0,0.8,0,0.1
24413,12,12.4,7.7,16.6,8.9,7.6,0,2.5,0.8,3.8,17, _Clay,37,3,17,34500,18, _Clay,21,13,242,4, _SY390,32,0,1,4,4.8,1.5,6.5,2.3,0.1
24434,17,3.6,2.2,9.4,7.2,2.1,0.7,0,0.8,1,20, _Clay,12,9,55,88800,11, _Clay,9,24,3,4, _SY295,82,1,1,7,1.5,0,1.3,0,0.4
24436,12,2.1,6.4,10.2,3.8,6.3,0,0,1.6,4.8,18, _Sandy,6,37,229,8700,19, _Sandy,28,29,63,5, _SY295,28,0,0,8,3.9,0,6.2,0,0.3
24439,22,12.2,6.7,13.4,6.7,6.6,0,3.1,1.6,3.5,13, _Sandy,47,3,277,47700,15, _Clay,14,39,185,4, _SY390,52,1,1,2,5.7,3,3.3,2.4,0.1
24447,13,3.5,6.2,9.3,3.1,6.1,0,2.1,1.6,4,17, _Clay,10,38,208,105400,14, _Sandy,43,26,187,3, _SY390,31,1,1,1,3.7,0.9,3,1.9,0.4
24452,29,2.9,8.3,12.9,4.6,8.2,2.5,0,1.6,5.7,14, _Clay,34,18,286,4500,12, _Clay,28,42,185,4, _SY295,78,0,1,2,5,0,3.2,0,0.3
24461,27,3.3,9.3,14.3,5,9.2,4.2,0,1.6,8.8,16, _Clay,22,9,15,101900,18, _Sandy,2,4,245,3, _SY295,37,0,0,4,8.5,0,7.8,0,0.5
24470,25,3.8,2.2,7.6,5.4,2.1,0.2,0,0.8,0.9,19, _Sandy,10,45,44,199300,15, _Sandy,28,11,6,3, _SY295,62,0,0,6,0.7,0,0.7,0,0.2
24476,14,13.7,4.1,5.3,1.2,4,0,0.1,0.8,0.8,16, _Sandy,4,8,4,98400,19, _Clay,43,19,188,3, _SY295,48,1,0,1,0.5,0,2,0,0.1
24492,21,11.8,4.8,7.1,2.3,4.7,1.7,0,1.6,3.8,15, _Clay,16,3,197,74000,19, _Clay,50,45,69,3, _SY295,28,0,0,7,2.7,0,3.6,0,0.2
24494,24,6.3,2.4,5.3,2.9,2.3,0.1,0,0.8,0.9,12, _Clay,36,31,168,33700,14, _Sandy,13,24,188,4, _SY295,86,1,1,1,0.4,0,1.4,0,0.1
24507,30,10.1,4.1,5,0.9,4,0.6,0,0.8,3.3,12, _Clay,23,2,178,189500,11, _Sandy,28,28,188,4, _SY390,46,0,1,2,3.5,0,2.9,0,0.2
24509,25,8.6,8.3,15.4,7.1,8.2,2.2,0,0.8,5.2,20, _Clay,18,29,52,109500,19, _Clay,46,33,249,5, _SY390,58,1,0,4,7.8,0,3.4,0,0.1
24521,13,6,9.6,10.3,0.7,9.5,1.3,0,1.6,3.1,18, _Sandy,46,31,128,46800,11, _Clay,6,5,131,4, _SY295,41,0,0,9,5,0,8.5,0,0.2
24523,28,4.6,5.7,12.7,7,5.6,1.4,0,1.6,4.8,16, _Clay,41,14,2,165800,19, _Sandy,25,10,191,5, _SY295,53,0,0,1,3.6,0,3.2,0,0.1
24524,19,1.8,4.5,11.8,7.3,4.4,1.5,0,0.8,3.3,19, _Sandy,25,28,138,145600,16, _Clay,32,22,251,3, _SY390,49,1,1,3,4.2,0,2.7,0,0.2
24528,16,7.9,6.3,10.8,4.5,6.2,1.1,0,1.6,5.7,13, _Clay,40,39,283,25300,19, _Sandy,13,6,131,5, _SY295,54,1,1,9,5.2,0,5.8,0,0.5
24534,21,3.5,2.8,6.8,4,2.7,0,0,1.6,2.2,16, _Sandy,24,33,205,183200,13, _Sandy,17,21,12,3, _SY390,90,1,0,4,2.7,0,1.5,0,0.2
24548,15,3.3,5.9,11.8,5.9,5.8,1.2,0,1.6,2.9,16, _Clay,36,3,12,179700,17, _Sandy,28,44,71,3, _SY295,30,1,0,8,3.2,0,1.3,0,0.3
24561,27,2,4.5,10,5.5,4.4,0.3,0,1.6,3.8,18, _Clay,23,19,127,57200,20, _Sandy,50,9,254,5, _SY295,29,0,0,2,2.9,0,1.4,0,0.5
24563,22,13.6,8.8,10.9,2.1,8.7,1.6,0,0.8,5.4,16, _Sandy,18,2,1,176200,17, _Clay,17,14,14,3, _SY295,41,0,1,4,6.6,0,7.4,0,0.4
24565,20,6.9,9.1,15.5,6.4,9,3.7,0,1.6,5.5,18, _Clay,28,16,234,195700,12, _Sandy,21,1,132,4, _SY390,83,0,0,9,8.3,0,4.8,0,0.5
24575,22,8.6,7.3,10.4,3.1,7.2,0.4,0,0.8,4.2,15, _Clay,26,21,1,34200,19, _Clay,6,45,194,4, _SY295,58,0,1,10,6.7,0,2.8,0,0.5
24588,29,12.4,9,10,1,8.9,1.3,0,0.8,1.9,15, _Sandy,13,36,10,190100,16, _Clay,20,4,194,4, _SY390,84,1,0,1,6.1,0,4.5,0,0.1
24590,28,12.1,2.4,6,3.6,2.3,0.6,0,0.8,1.5,17, _Clay,18,33,222,50200,14, _Clay,50,2,255,5, _SY390,45,1,1,2,1.2,0,1.5,0,0.2
24615,22,13.4,5.3,10.1,4.8,5.2,1.1,0,0.8,3.9,16, _Clay,34,5,9,143400,13, _Sandy,25,22,137,4, _SY390,54,1,0,8,3.5,0,2.2,0,0.4
24621,17,12.8,7.4,13.7,6.3,7.3,0,0.4,0.8,5.7,12, _Clay,6,30,87,42600,11, _Sandy,9,39,135,4, _SY295,35,1,0,9,4.7,0.3,1.6,0.2,0.3
24625,18,7.1,6.6,16.1,9.5,6.5,0,1.6,0.8,5.8,11, _Sandy,31,10,270,61400,14, _Clay,2,16,16,4, _SY295,56,1,0,5,2.3,0.8,2.8,0,0.3
24662,12,3,9.6,14.2,4.6,9.5,0,3.7,1.6,7.1,11, _Clay,9,43,269,71700,13, _Sandy,46,20,139,5, _SY390,43,1,1,8,5.6,2.7,7.5,2,0.1
24689,22,2.8,8.7,11.1,2.4,8.6,0,0.3,0.8,3.9,17, _Sandy,19,43,229,84900,20, _Clay,39,1,81,4, _SY295,64,0,1,6,5.5,0,8.1,0.1,0.2
24698,20,3.2,9.7,12.5,2.8,9.6,0,3.7,0.8,8.4,20, _Sandy,7,34,257,182300,16, _Clay,13,8,142,4, _SY295,89,0,1,8,3.9,1.8,6.7,1.5,0.4
24703,29,6.6,2.2,12.1,9.9,2.1,0,0.1,0.8,1.7,17, _Clay,6,13,238,41800,17, _Clay,2,4,81,4, _SY390,90,1,0,6,0.7,0,2.1,0,0.3
24714,26,6.8,4.7,8,3.3,4.6,0,0.3,1.6,3.6,12, _Sandy,50,1,179,198200,11, _Clay,6,9,203,5, _SY390,77,1,0,9,2.3,0,3.3,0.1,0.2
24718,30,8.9,8,12.5,4.5,7.9,0,1.7,0.8,2.2,15, _Clay,38,12,122,117600,12, _Sandy,35,13,141,5, _SY390,62,0,1,9,2.2,0.9,5.5,1.6,0.4
24721,20,6,8.4,15.7,7.3,8.3,0,3.1,0.8,5,20, _Clay,28,23,170,156500,17, _Clay,20,23,263,4, _SY390,86,1,0,2,4.2,0.6,6.8,1.9,0.2
24749,24,4.3,3.5,5.3,1.8,3.4,0,0.3,0.8,2.7,14, _Clay,33,6,4,89600,12, _Clay,31,8,265,5, _SY295,52,0,1,1,2.1,0.2,2,0,0.1
24761,20,10.8,6.3,15.3,9,6.2,0,0.7,1.6,3.5,11, _Clay,35,8,178,66700,12, _Sandy,39,45,206,4, _SY295,82,0,0,9,5.5,0.6,4.1,0.5,0.1
24775,17,11.9,6.8,14.1,7.3,6.7,3.2,0,0.8,5.9,15, _Clay,6,37,23,3400,16, _Clay,9,16,265,4, _SY390,38,0,0,2,6.7,0,5.6,0,0.4
24778,23,7.6,9.8,14,4.2,9.7,1.8,0,1.6,4,16, _Clay,37,34,32,102200,12, _Clay,34,33,85,3, _SY295,46,0,0,6,5.3,0,3.4,0,0.5
24796,18,8.3,5.2,12.7,7.5,5.1,0,0.8,1.6,3.1,13, _Clay,18,12,2,157100,12, _Sandy,13,44,268,4, _SY295,57,0,1,1,5.1,0.5,2.8,0.4,0.5
24802,18,8.9,4.6,10,5.4,4.5,0.6,0,0.8,2.4,14, _Clay,1,6,118,195400,11, _Sandy,9,8,267,5, _SY295,55,0,1,2,3.3,0,4.3,0,0.1
24831,15,11.2,6.4,11.8,5.4,6.3,0,0.8,1.6,5.8,19, _Clay,32,34,155,88800,18, _Sandy,24,19,211,5, _SY390,41,1,1,8,2.3,0.2,2.7,0.4,0.2
24839,13,11.6,7.4,13.2,5.8,7.3,0,3.5,1.6,4.9,12, _Clay,20,25,184,186200,14, _Clay,50,26,272,4, _SY390,66,1,0,10,6.2,2.4,7.1,1.9,0.4
24845,12,12.3,6.8,10.5,3.7,6.7,2.8,0,0.8,3.9,13, _Clay,3,19,0,25500,13, _Clay,46,35,271,5, _SY295,63,1,0,1,4.3,0,4.4,0,0.5
24849,30,5.3,8.6,9.5,0.9,8.5,2,0,1.6,5.5,17, _Clay,18,30,146,104200,16, _Sandy,27,20,151,5, _SY295,67,1,0,7,3.7,0,8,0,0.2
24853,27,11.4,2.4,10.1,7.7,2.3,0.1,0,0.8,1.7,11, _Sandy,32,41,291,182800,19, _Clay,9,4,30,5, _SY295,72,0,0,4,0.4,0,1,0,0.5
24856,13,7.2,5.4,10.1,4.7,5.3,1.5,0,1.6,2.6,12, _Sandy,11,38,0,82600,14, _Clay,34,22,151,3, _SY295,80,1,0,8,3.9,0,5.1,0,0.5
24858,28,5.7,9.6,10.9,1.3,9.5,3.8,0,1.6,8.9,20, _Clay,6,21,174,2600,12, _Sandy,2,27,211,5, _SY295,26,1,0,9,7.7,0,6.6,0,0.4
24863,29,13.1,8.8,13.3,4.5,8.7,1.9,0,1.6,2.4,18, _Sandy,30,45,58,21300,15, _Sandy,46,4,92,4, _SY295,46,1,1,5,3.3,0,5.7,0,0.4
24867,26,6.1,2.5,4.2,1.7,2.4,0.1,0,1.6,0.9,13, _Sandy,45,11,203,100000,18, _Clay,27,33,272,4, _SY295,51,1,1,1,0.3,0,0.2,0,0.2
24891,18,12.9,7.8,10.1,2.3,7.7,2.2,0,0.8,6.8,14, _Clay,41,1,18,34500,12, _Sandy,38,29,34,4, _SY295,67,0,1,2,5,0,6.9,0,0.5
24903,10,11.6,6.4,8.2,1.8,6.3,0,0.9,0.8,3.1,17, _Clay,28,16,133,110900,15, _Sandy,10,39,217,3, _SY295,66,0,1,7,4.7,0.7,1.3,0.2,0.2
24908,26,11,8.6,12,3.4,8.5,1.7,0,0.8,4.9,13, _Clay,1,41,211,10100,12, _Sandy,45,10,215,4, _SY390,47,1,1,9,6.8,0,8.5,0,0.1
24912,20,9.2,6.2,8.7,2.5,6.1,2.6,0,1.6,4.7,13, _Clay,1,21,297,188200,19, _Clay,42,13,37,3, _SY390,87,1,0,1,4.4,0,4.9,0,0.1
24916,24,11.4,9.5,13.3,3.8,9.4,3.4,0,0.8,8.5,16, _Sandy,40,32,240,107500,19, _Sandy,20,17,275,3, _SY390,72,1,1,10,4.3,0,6.8,0,0.3
24928,12,8.8,2.8,9.8,7,2.7,0.6,0,1.6,1.7,14, _Sandy,18,33,16,44900,11, _Clay,31,34,157,5, _SY390,55,0,1,6,2.1,0,1.1,0,0.3
24938,12,3.8,9.4,17.4,8,9.3,0.9,0,1.6,5.8,14, _Clay,26,7,16,101900,12, _Clay,20,20,37,3, _SY295,72,1,1,2,8.7,0,7.5,0,0.4
24947,19,6.7,5.1,6.1,1,5,1.2,0,0.8,3.6,15, _Clay,35,26,122,79600,19, _Clay,17,12,99,3, _SY295,63,1,1,3,3.6,0,3,0,0.1
24958,23,2.9,9.1,17.1,8,9,1.1,0,1.6,5.1,19, _Sandy,2,13,160,76800,11, _Sandy,17,37,280,4, _SY390,30,0,1,9,5.2,0,5.8,0,0.4
24960,12,6.5,8.2,11.2,3,8.1,3.6,0,0.8,4.3,15, _Sandy,47,41,228,76200,14, _Clay,27,36,158,3, _SY390,69,1,0,6,4,0,8,0,0.2
24963,15,7.5,7,8.8,1.8,6.9,0.4,0,0.8,3.3,11, _Sandy,11,7,179,75400,12, _Sandy,17,26,221,5, _SY295,47,1,0,7,3.4,0,4.6,0,0.5
24972,28,13.1,2.9,3.5,0.6,2.8,0,0.3,1.6,2.1,12, _Sandy,49,43,102,53200,13, _Sandy,34,27,98,5, _SY295,32,1,1,5,1.3,0,0.4,0.1,0.1
24980,11,8.4,9,11.6,2.6,8.9,3.2,0,1.6,4.6,16, _Clay,38,34,237,71200,15, _Clay,17,40,42,4, _SY295,30,1,1,1,4.8,0,7.8,0,0.4
24984,11,9.2,6.9,14.4,7.5,6.8,0,0.6,0.8,4.6,15, _Clay,17,31,141,50400,15, _Clay,34,6,279,3, _SY390,65,0,1,1,2.3,0.5,1.6,0.1,0.4
24994,29,9.4,9.4,10.3,0.9,9.3,0.6,0,0.8,5.2,20, _Sandy,10,18,82,7900,19, _Clay,38,11,101,4, _SY390,52,1,0,4,4,0,8.1,0,0.3
25002,20,13.9,8.9,15.8,6.9,8.8,1,0,0.8,8.2,14, _Clay,24,9,13,65600,18, _Sandy,17,43,103,3, _SY390,31,1,1,3,1.4,0,1.1,0,0.5
25010,14,13,4.4,5.7,1.3,4.3,1.1,0,1.6,2.7,12, _Sandy,2,31,4,23900,14, _Clay,31,12,163,3, _SY390,40,0,0,5,3.7,0,1.2,0,0.5
25013,15,7.3,3.6,8.1,4.5,3.5,0.3,0,1.6,2.2,11, _Clay,26,11,187,42600,18, _Clay,24,34,43,3, _SY390,60,0,0,1,1.4,0,0.6,0,0.5
25024,27,12.6,9.1,14.9,5.8,9,0,3.8,1.6,6.2,14, _Clay,19,43,23,79500,17, _Clay,20,33,283,4, _SY295,74,0,1,10,9,3.1,7.1,1.2,0.3
25030,15,2.9,9.7,13.1,3.4,9.6,0,1.1,0.8,5.7,11, _Sandy,17,23,3,138000,17, _Clay,9,30,222,4, _SY295,74,1,0,8,3.4,0.5,2.1,0.7,0.2
25033,18,3.9,8.5,10.7,2.2,8.4,1,0,1.6,7.3,18, _Sandy,33,34,254,137200,16, _Sandy,49,20,285,3, _SY295,52,1,1,9,5.7,0,6.9,0,0.5
25044,25,7.9,8.6,15.8,7.2,8.5,0,1.7,0.8,7.5,16, _Clay,15,8,51,35000,15, _Sandy,34,26,223,5, _SY295,50,0,0,8,6,1.3,6.9,0,0.5
25069,29,11.9,4.6,12.7,8.1,4.5,0,1,1.6,1.9,11, _Clay,46,11,2,148400,16, _Sandy,1,34,45,5, _SY390,62,1,0,2,2.6,0.7,2.8,0.2,0.5
25077,16,2,6.8,15,8.2,6.7,0,0.4,0.8,5.4,11, _Clay,50,33,195,66900,15, _Sandy,20,29,46,4, _SY295,25,0,0,1,3.3,0.3,1.1,0.1,0.1
25112,29,3.7,2.6,12.4,9.8,2.5,0,1.1,1.6,1.6,12, _Clay,2,41,10,58500,20, _Clay,20,11,288,5, _SY295,58,0,0,9,1.2,0.3,1.7,0.4,0.5
25130,21,3.3,7.3,11.9,4.6,7.2,0,1,1.6,3.2,13, _Sandy,19,8,29,114200,13, _Clay,8,32,108,4, _SY390,26,1,1,3,2.7,0.8,1.1,0.4,0.2
25143,22,4.7,7.1,11,3.9,7,0,1.2,0.8,1.7,12, _Clay,23,10,8,11800,17, _Clay,24,29,231,5, _SY295,29,0,0,6,1.5,1.1,2.8,0.2,0.2
25150,16,3.9,2.6,10.6,8,2.5,0,1.1,1.6,1.9,11, _Sandy,1,31,299,169100,13, _Sandy,38,43,291,4, _SY390,38,1,1,8,2.3,0.1,1.5,0.3,0.2
25161,13,4.1,5.2,6.5,1.3,5.1,0,2.4,0.8,3.7,16, _Clay,45,19,240,126600,18, _Clay,42,3,113,5, _SY295,25,1,0,1,5,2.3,5.1,0.1,0.1
25163,15,11.7,2.8,4.7,1.9,2.7,0,0.1,1.6,0.5,12, _Clay,14,2,211,86300,13, _Sandy,5,27,232,3, _SY295,83,1,1,6,2.1,0,2.6,0,0.4
25177,13,12.7,3.2,13,9.8,3.1,0,0.4,0.8,1.5,16, _Sandy,36,32,56,23000,18, _Clay,27,43,292,4, _SY390,39,0,0,9,2.8,0.1,3.1,0,0.3
25186,24,4.1,2.7,8.9,6.2,2.6,0,1.2,0.8,2.2,20, _Clay,50,22,287,80700,17, _Clay,5,30,294,3, _SY390,83,1,1,8,1.9,1,1.4,0.1,0.5
25194,11,7.2,4.8,11.1,6.3,4.7,0,1.5,1.6,2.8,19, _Sandy,3,44,181,198200,16, _Clay,24,25,295,5, _SY295,46,0,1,7,3.2,0.1,4,0.4,0.1
25200,23,11.9,2.8,12.5,9.7,2.7,0,0.1,0.8,1,11, _Clay,12,38,200,196800,16, _Clay,24,15,235,5, _SY295,63,1,0,5,1.3,0,2.2,0,0.2
25213,23,6.6,2.9,6.6,3.7,2.8,0,0.3,0.8,2.3,12, _Sandy,25,9,112,114000,16, _Clay,42,44,176,5, _SY295,42,1,1,3,1.3,0,1.5,0,0.4
25214,13,3.8,9.8,13.8,4,9.7,0,1.4,1.6,6.9,16, _Sandy,9,23,248,93800,14, _Sandy,49,11,236,3, _SY390,38,0,1,5,8.2,0.3,5.1,1.3,0.1
25215,25,1.1,8.6,12.9,4.3,8.5,0,1.5,0.8,4.9,19, _Clay,45,37,83,73700,11, _Clay,5,23,296,3, _SY295,34,1,0,8,3.1,0.5,4.5,1.2,0.3
25216,16,11.5,7.4,12,4.6,7.3,0,1.5,1.6,3.3,12, _Sandy,29,5,219,53500,19, _Clay,12,35,55,4, _SY390,31,0,1,10,5.2,0.7,3.9,1,0.4
25217,20,12.7,4.7,5.6,0.9,4.6,0,1.2,0.8,1.8,17, _Sandy,39,19,257,192600,19, _Sandy,24,28,56,4, _SY295,46,1,1,9,2.2,0.8,4.5,0.7,0.2
25218,10,10,3.5,4.7,1.2,3.4,0,1,0.8,3.1,20, _Clay,24,33,93,172500,17, _Clay,31,40,116,5, _SY295,43,0,0,2,2.7,0.8,3.3,0.5,0.3
25219,22,7.2,2.4,3.9,1.5,2.3,0,0.8,1.6,1.8,13, _Sandy,8,2,228,152300,14, _Clay,38,8,175,3, _SY390,39,1,1,4,0.9,0.7,2.2,0.2,0.5
