íÁëÃâÑí∑,íÁëÃïù,ç∂âEï«ëÃçÇÇ≥,íÜãlìyìVí[çÇÇ≥,íÁäOãÊä‘ínï\ñ ,íÁì‡ãÊä‘ínï\ñ ,à¯í£çﬁä‘äu,ç›óàínî’èdó ,ç›óàínî’ãÊï™,ç›óàínî’Níl,ç›óàínî’ñÄéCäp,ç›óàínî’îSíÖóÕ,ç›óàínî’ïœå`åWêî,íÜãlÇﬂèdó ,íÜãlÇﬂãÊï™,íÜãlÇﬂNíl,íÜãlÇﬂñÄéCäp,íÜãlÇﬂîSíÖóÕ,ñÓî¬å^,ñÓî¬çﬁóø,à¯í£çﬁíºåa,à¯í£çﬁçﬁóøî‘çÜ,ï†ãNÇµçﬁéø,íÁäOë§êÖà _èÌéû,íÁì‡ë§êÖà _èÌéû,à¯í£çﬁà íu,ï†ãNÇµî‘çÜ,ç™ì¸ÇÍê[Ç≥,à¿ëSó¶ÉGÉâÅ[îªíË
18,8.9,4.6,4.5,0.6,0.0,0.8,14,0,1,6,118,195400,11,1,9,8,267,2,0,55,0,1,3.3,0.0,2.4,1,5.4,1
15,11.2,6.4,6.3,0.0,0.8,1.6,19,0,32,34,155,88800,18,1,24,19,211,2,1,41,1,1,2.3,0.2,5.8,7,5.4,1
13,11.6,7.4,7.3,0.0,3.5,1.6,12,0,20,25,184,186200,14,0,50,26,272,1,1,66,1,0,6.2,2.4,4.9,9,5.799999999999999,1
12,12.3,6.8,6.7,2.8,0.0,0.8,13,0,3,19,0,25500,13,0,46,35,271,2,0,63,1,0,4.3,0.0,3.9,0,3.7,1
30,5.3,8.6,8.5,2.0,0.0,1.6,17,0,18,30,146,104200,16,1,27,20,151,2,0,67,1,0,3.7,0.0,5.5,6,0.9000000000000004,1
27,11.4,2.4,2.3,0.1,0.0,0.8,11,1,32,41,291,182800,19,0,9,4,30,2,0,72,0,0,0.4,0.0,1.7,3,7.699999999999999,1
13,7.2,5.4,5.3,1.5,0.0,1.6,12,1,11,38,0,82600,14,0,34,22,151,0,0,80,1,0,3.9,0.0,2.6,7,4.699999999999999,1
28,5.7,9.6,9.5,3.8,0.0,1.6,20,0,6,21,174,2600,12,1,2,27,211,2,0,26,1,0,7.7,0.0,8.9,8,1.3000000000000007,1
29,13.1,8.8,8.7,1.9,0.0,1.6,18,1,30,45,58,21300,15,1,46,4,92,1,0,46,1,1,3.3,0.0,2.4,4,4.5,1
26,6.1,2.5,2.4,0.1,0.0,1.6,13,1,45,11,203,100000,18,0,27,33,272,1,0,51,1,1,0.3,0.0,0.9,0,1.7000000000000002,1
18,12.9,7.8,7.7,2.2,0.0,0.8,14,0,41,1,18,34500,12,1,38,29,34,1,0,67,0,1,5.0,0.0,6.8,1,2.3,1
10,11.6,6.4,6.3,0.0,0.9,0.8,17,0,28,16,133,110900,15,1,10,39,217,0,0,66,0,1,4.7,0.7,3.1,6,1.799999999999999,1
26,11.0,8.6,8.5,1.7,0.0,0.8,13,0,1,41,211,10100,12,1,45,10,215,1,1,47,1,1,6.8,0.0,4.9,8,3.4000000000000004,1
20,9.2,6.2,6.1,2.6,0.0,1.6,13,0,1,21,297,188200,19,0,42,13,37,0,1,87,1,0,4.4,0.0,4.7,0,2.499999999999999,1
24,11.4,9.5,9.4,3.4,0.0,0.8,16,1,40,32,240,107500,19,1,20,17,275,0,1,72,1,1,4.3,0.0,8.5,9,3.8000000000000007,1
12,8.8,2.8,2.7,0.6,0.0,1.6,14,1,18,33,16,44900,11,0,31,34,157,2,1,55,0,1,2.1,0.0,1.7,5,7.000000000000001,1
12,3.8,9.4,9.3,0.9,0.0,1.6,14,0,26,7,16,101900,12,0,20,20,37,0,0,72,1,1,8.7,0.0,5.8,1,7.999999999999998,1
19,6.7,5.1,5.0,1.2,0.0,0.8,15,0,35,26,122,79600,19,0,17,12,99,0,0,63,1,1,3.6,0.0,3.6,2,1.0,1
23,2.9,9.1,9.0,1.1,0.0,1.6,19,1,2,13,160,76800,11,1,17,37,280,1,1,30,0,1,5.2,0.0,5.1,8,8.000000000000002,1
12,6.5,8.2,8.1,3.6,0.0,0.8,15,1,47,41,228,76200,14,0,27,36,158,0,1,69,1,0,4.0,0.0,4.3,5,3.0,1
15,7.5,7.0,6.9,0.4,0.0,0.8,11,1,11,7,179,75400,12,1,17,26,221,2,0,47,1,0,3.4,0.0,3.3,6,1.8000000000000007,1
28,13.1,2.9,2.8,0.0,0.3,1.6,12,1,49,43,102,53200,13,1,34,27,98,2,0,32,1,1,1.3,0.0,2.1,4,0.6000000000000001,1
11,8.4,9.0,8.9,3.2,0.0,1.6,16,0,38,34,237,71200,15,0,17,40,42,1,0,30,1,1,4.8,0.0,4.6,0,2.6,1
11,9.2,6.9,6.8,0.0,0.6,0.8,15,0,17,31,141,50400,15,0,34,6,279,0,1,65,0,1,2.3,0.5,4.6,0,7.5,1
29,9.4,9.4,9.3,0.6,0.0,0.8,20,1,10,18,82,7900,19,0,38,11,101,1,1,52,1,0,4.0,0.0,5.2,3,0.9000000000000004,1
20,13.9,8.9,8.8,1.0,0.0,0.8,14,0,24,9,13,65600,18,1,17,43,103,0,1,31,1,1,1.4,0.0,8.2,2,6.9,1
14,13.0,4.4,4.3,1.1,0.0,1.6,12,1,2,31,4,23900,14,0,31,12,163,0,1,40,0,0,3.7,0.0,2.7,4,1.2999999999999998,1
15,7.3,3.6,3.5,0.3,0.0,1.6,11,0,26,11,187,42600,18,0,24,34,43,0,1,60,0,0,1.4,0.0,2.2,0,4.5,1
27,12.6,9.1,9.0,0.0,3.8,1.6,14,0,19,43,23,79500,17,0,20,33,283,1,0,74,0,1,9.0,3.1,6.2,9,5.800000000000001,1
15,2.9,9.7,9.6,0.0,1.1,0.8,11,1,17,23,3,138000,17,0,9,30,222,1,0,74,1,0,3.4,0.5,5.7,7,3.4000000000000004,1
18,3.9,8.5,8.4,1.0,0.0,1.6,18,1,33,34,254,137200,16,1,49,20,285,0,0,52,1,1,5.7,0.0,7.3,8,2.1999999999999997,1
25,7.9,8.6,8.5,0.0,1.7,0.8,16,0,15,8,51,35000,15,1,34,26,223,2,0,50,0,0,6.0,1.3,7.5,7,7.200000000000001,1
29,11.9,4.6,4.5,0.0,1.0,1.6,11,0,46,11,2,148400,16,1,1,34,45,2,1,62,1,0,2.6,0.7,1.9,1,8.1,1
16,2.0,6.8,6.7,0.0,0.4,0.8,11,0,50,33,195,66900,15,1,20,29,46,1,0,25,0,0,3.3,0.3,5.4,0,8.2,1
29,3.7,2.6,2.5,0.0,1.1,1.6,12,0,2,41,10,58500,20,0,20,11,288,2,0,58,0,0,1.2,0.3,1.6,8,9.8,1
21,3.3,7.3,7.2,0.0,1.0,1.6,13,1,19,8,29,114200,13,0,8,32,108,1,1,26,1,1,2.7,0.8,3.2,2,4.6000000000000005,1
22,4.7,7.1,7.0,0.0,1.2,0.8,12,0,23,10,8,11800,17,0,24,29,231,2,0,29,0,0,1.5,1.1,1.7,5,3.9,1
16,3.9,2.6,2.5,0.0,1.1,1.6,11,1,1,31,299,169100,13,1,38,43,291,1,1,38,1,1,2.3,0.1,1.9,7,8.0,1
13,4.1,5.2,5.1,0.0,2.4,0.8,16,0,45,19,240,126600,18,0,42,3,113,2,0,25,1,0,5.0,2.3,3.7,0,1.2999999999999998,1
15,11.7,2.8,2.7,0.0,0.1,1.6,12,0,14,2,211,86300,13,1,5,27,232,0,0,83,1,1,2.1,0.0,0.5,5,1.9000000000000004,1
13,12.7,3.2,3.1,0.0,0.4,0.8,16,1,36,32,56,23000,18,0,27,43,292,1,1,39,0,0,2.8,0.1,1.5,8,9.8,1
24,4.1,2.7,2.6,0.0,1.2,0.8,20,0,50,22,287,80700,17,0,5,30,294,0,1,83,1,1,1.9,1.0,2.2,7,6.2,1
11,7.2,4.8,4.7,0.0,1.5,1.6,19,1,3,44,181,198200,16,0,24,25,295,2,0,46,0,1,3.2,0.1,2.8,6,6.3,1
23,11.9,2.8,2.7,0.0,0.1,0.8,11,0,12,38,200,196800,16,0,24,15,235,2,0,63,1,0,1.3,0.0,1.0,4,9.7,1
23,6.6,2.9,2.8,0.0,0.3,0.8,12,1,25,9,112,114000,16,0,42,44,176,2,0,42,1,1,1.3,0.0,2.3,2,3.7,1
13,3.8,9.8,9.7,0.0,1.4,1.6,16,1,9,23,248,93800,14,1,49,11,236,0,1,38,0,1,8.2,0.3,6.9,4,4.0,1
25,1.1,8.6,8.5,0.0,1.5,0.8,19,0,45,37,83,73700,11,0,5,23,296,0,0,34,1,0,3.1,0.5,4.9,7,4.300000000000001,1
16,11.5,7.4,7.3,0.0,1.5,1.6,12,1,29,5,219,53500,19,0,12,35,55,1,1,31,0,1,5.2,0.7,3.3,9,4.6,1
20,12.7,4.7,4.6,0.0,1.2,0.8,17,1,39,19,257,192600,19,1,24,28,56,1,0,46,1,1,2.2,0.8,1.8,8,0.8999999999999995,1
10,10.0,3.5,3.4,0.0,1.0,0.8,20,0,24,33,93,172500,17,0,31,40,116,2,0,43,0,0,2.7,0.8,3.1,1,1.2000000000000002,1
22,7.2,2.4,2.3,0.0,0.8,1.6,13,1,8,2,228,152300,14,0,38,8,175,0,1,39,1,1,0.9,0.7,1.8,3,1.5,1
26,8.5,7.8,7.7,0.0,2.9,0.8,18,1,18,16,267,92400,15,1,49,45,176,0,0,55,1,0,6.6,0.3,5.7,2,7.399999999999999,1
30,9.7,5.1,5.0,0.0,2.1,1.6,12,1,29,30,5,32600,15,0,9,38,177,1,1,70,0,0,3.3,0.7,3.4,2,3.8000000000000007,1
15,12.1,6.9,6.8,2.6,0.0,0.8,13,1,12,44,35,91800,17,1,8,44,54,2,0,28,1,1,4.0,0.0,3.6,0,2.4000000000000004,1
19,13.4,4.2,4.1,1.6,0.0,1.6,18,1,22,13,74,31900,17,1,19,37,55,2,1,43,1,1,4.1,0.0,1.9,9,8.399999999999999,1
23,1.5,9.6,9.5,0.0,0.3,0.8,12,0,33,27,112,171100,18,0,31,30,56,0,0,59,1,1,6.2,0.2,8.3,9,4.700000000000001,1
14,11.9,8.4,8.3,0.0,0.6,0.8,15,0,17,41,247,150900,15,1,38,42,116,0,1,55,0,0,0.9,0.4,5.9,1,5.0,1
18,13.1,5.7,5.6,0.0,0.6,1.6,20,1,27,10,286,91000,15,1,49,35,117,1,0,71,1,1,4.1,0.0,3.2,0,1.2999999999999998,1
29,10.4,4.5,4.4,0.0,0.6,0.8,13,1,12,24,121,70900,13,0,5,2,176,2,0,68,0,0,1.0,0.0,1.9,3,1.5999999999999996,1
20,7.6,3.3,3.2,0.0,0.6,1.6,16,0,47,38,257,50700,11,1,12,15,236,2,1,64,1,1,1.9,0.1,1.1,5,1.9000000000000004,1
24,8.9,8.7,8.6,0.0,2.0,0.8,20,1,6,7,295,189800,11,0,24,7,237,0,0,80,1,1,3.1,0.9,2.2,4,7.800000000000001,1
15,6.2,7.5,7.4,0.0,2.0,1.6,14,1,42,21,131,169700,18,0,31,20,297,0,1,76,1,0,5.1,1.2,6.2,6,8.1,1
19,7.4,4.9,4.8,0.0,1.5,0.8,18,0,1,35,169,109800,19,1,42,12,298,1,0,26,1,0,2.2,1.2,3.5,6,4.5,1
30,4.7,3.7,3.6,0.0,1.2,0.8,11,0,36,4,5,89600,16,0,49,25,57,2,1,88,0,0,2.8,1.1,2.3,8,4.8,1
29,11.0,4.0,3.9,0.6,0.0,1.6,14,0,46,18,238,109200,11,0,1,11,175,0,0,65,0,0,3.3,0.0,1.5,3,9.1,1
30,7.4,2.4,2.3,0.0,0.8,0.8,12,0,6,38,217,63900,18,1,5,40,178,2,1,84,1,1,2.1,0.5,2.0,2,9.3,1
19,4.4,2.7,2.6,0.0,0.0,1.6,17,0,47,4,265,102800,13,0,42,5,299,1,1,43,0,1,2.5,0.0,0.8,6,2.6,1
22,12.1,8.4,8.3,1.8,0.0,1.6,14,1,15,32,236,62500,18,0,5,30,119,2,0,35,0,0,6.7,0.0,7.6,0,3.1999999999999997,1
20,12.5,9.4,9.3,3.4,0.0,1.6,17,1,4,23,265,159900,15,0,31,36,179,2,0,60,0,1,4.4,0.0,5.3,2,3.6,1
24,8.7,5.3,5.2,1.2,0.0,1.6,11,0,22,10,3,157100,17,1,31,15,60,0,1,27,1,1,1.4,0.0,2.0,8,0.9000000000000004,1
10,4.4,8.3,8.2,3.8,0.0,0.8,12,0,1,7,13,56900,12,1,5,33,180,2,0,35,1,0,6.1,0.0,6.5,2,7.399999999999999,1
17,7.6,2.4,2.3,0.0,0.0,1.6,11,1,5,29,206,174400,11,0,23,27,181,1,1,64,0,0,1.2,0.0,0.6,2,7.5,1
12,7.0,4.5,4.4,0.2,0.0,1.6,18,0,28,9,284,73600,19,0,8,44,179,2,0,45,0,0,2.6,0.0,1.5,3,9.1,1
25,11.6,2.5,2.4,1.1,0.0,0.8,20,0,38,3,3,72200,20,0,8,33,119,2,1,62,1,1,1.8,0.0,1.5,1,2.9000000000000004,1
24,6.4,2.6,2.5,1.1,0.0,0.8,11,0,0,18,215,188400,19,0,27,17,61,2,1,41,1,0,1.7,0.0,2.0,9,6.5,1
25,7.8,2.4,2.3,0.5,0.0,1.6,20,1,3,20,195,86000,14,1,42,15,184,0,1,44,0,1,0.9,0.0,1.3,1,5.699999999999999,1
10,4.2,4.9,4.8,2.3,0.0,1.6,12,1,16,11,21,24100,18,0,12,41,3,0,1,49,0,0,3.3,0.0,4.2,6,0.5,1
24,2.5,2.5,2.4,0.5,0.0,1.6,11,0,16,36,107,3200,14,1,9,44,125,2,1,89,0,1,0.8,0.0,2.1,9,9.3,1
30,4.9,4.3,4.2,0.1,0.0,0.8,13,1,50,5,137,62400,16,0,8,5,2,1,0,46,0,0,0.5,0.0,3.0,7,8.0,1
26,10.8,7.7,7.6,3.6,0.0,0.8,19,1,19,12,195,1200,17,1,19,32,243,2,0,78,0,1,6.4,0.0,5.5,4,7.7,1
13,13.3,2.3,2.2,1.0,0.0,0.8,18,0,39,40,271,80400,18,0,42,18,245,2,0,44,1,1,2.2,0.0,1.3,3,10.0,1
15,7.8,8.0,7.9,1.5,0.0,0.8,14,1,8,23,243,40100,13,0,5,42,64,1,0,36,1,0,6.8,0.0,6.4,8,1.0,1
27,12.2,7.5,7.4,1.7,0.0,1.6,18,0,22,14,174,97800,12,0,35,30,66,0,0,81,0,0,4.4,0.0,3.0,7,7.0,1
20,4.0,3.9,3.8,0.2,0.0,0.8,18,1,26,11,281,37300,15,0,5,21,245,2,0,70,0,0,2.7,0.0,2.4,3,7.9,1
29,7.4,4.6,4.5,0.0,0.0,0.8,15,0,25,36,262,95800,15,0,45,18,184,0,1,70,1,1,4.5,0.0,3.2,2,5.5,1
18,4.4,4.9,4.8,1.0,0.0,0.8,11,0,15,2,10,134700,11,1,30,28,6,2,0,28,0,1,1.4,0.0,1.3,5,8.299999999999999,1
24,8.0,8.1,8.0,3.3,0.0,0.8,13,0,6,14,231,150600,16,1,23,29,67,0,0,82,1,1,5.8,0.0,3.5,7,8.799999999999999,1
20,8.8,10.0,9.9,2.2,0.0,0.8,19,1,34,41,289,146400,19,0,23,43,188,2,0,66,1,0,4.9,0.0,8.2,1,9.6,1
20,3.8,8.6,8.5,0.8,0.0,1.6,18,0,42,14,289,4500,20,1,12,29,68,0,1,83,1,0,5.3,0.0,7.0,7,1.0,1
26,2.3,2.2,2.1,0.0,0.2,1.6,20,1,42,45,211,77600,17,1,45,17,9,2,0,88,0,0,0.6,0.0,1.6,6,2.5,1
25,10.7,9.9,9.8,0.0,4.0,0.8,12,0,38,10,239,33000,15,1,8,10,250,2,0,64,0,1,9.1,0.6,5.5,4,3.9,1
17,8.8,9.1,9.0,0.1,0.0,1.6,14,0,42,32,238,71200,19,1,34,11,133,0,1,66,0,1,3.2,0.0,7.6,8,5.6,1
20,5.4,6.0,5.9,0.2,0.0,1.6,20,0,49,10,5,165800,17,0,9,42,75,1,0,58,0,1,3.9,0.0,1.0,6,3.3000000000000007,1
11,3.5,2.7,2.6,0.0,0.5,1.6,12,0,11,21,45,124800,15,1,33,20,72,2,0,89,0,1,0.5,0.0,1.3,8,8.5,1
15,12.0,8.8,8.7,0.1,0.0,1.6,17,0,0,12,179,142800,16,1,16,33,15,0,1,87,0,0,8.2,0.0,6.7,4,1.0,1
30,8.1,2.2,2.1,0.0,0.1,1.6,15,0,24,3,265,94100,17,0,30,40,76,0,1,47,0,0,0.9,0.0,1.8,6,3.1,1
18,11.5,2.8,2.7,0.0,0.7,1.6,13,1,22,27,246,152600,18,0,19,37,16,0,0,48,1,1,2.1,0.0,1.0,5,0.7000000000000002,1
22,7.7,6.8,6.7,0.0,1.7,0.8,17,0,41,15,284,149800,19,0,19,16,196,1,0,81,0,1,4.6,1.3,6.2,1,7.6,1
20,8.1,7.8,7.7,0.0,0.8,0.8,19,0,29,6,13,48200,16,1,44,22,257,1,0,40,0,1,7.7,0.1,3.2,3,8.0,1
11,8.1,5.3,5.2,1.4,0.0,0.8,13,0,34,9,60,2200,14,1,8,5,138,2,1,33,0,1,3.6,0.0,3.9,9,3.3,1
16,3.7,9.9,9.8,0.0,3.6,1.6,16,1,18,3,282,160100,18,1,12,20,19,2,1,69,0,1,8.3,0.0,7.4,4,2.799999999999999,1
17,11.1,9.0,8.9,0.0,0.6,1.6,15,0,43,28,166,178900,11,1,5,42,200,2,1,89,0,1,3.0,0.4,6.7,0,5.9,1
29,3.3,6.4,6.3,2.6,0.0,0.8,18,1,35,15,1,16800,20,0,1,41,139,1,0,37,0,0,6.1,0.0,4.7,9,7.199999999999999,1
14,12.1,9.4,9.3,1.2,0.0,0.8,19,1,14,12,11,115600,16,0,26,13,260,0,1,45,0,1,4.4,0.0,1.7,3,4.199999999999999,1
30,10.7,5.6,5.5,0.0,1.3,0.8,16,0,9,40,185,35600,14,1,44,18,20,1,0,57,0,0,3.2,0.3,4.1,4,0.8000000000000007,1
12,11.7,4.4,4.3,0.0,1.8,1.6,12,0,24,6,136,34800,12,0,34,9,83,2,0,35,0,1,3.9,0.0,2.0,5,9.2,1
23,3.7,3.3,3.2,0.0,0.0,0.8,17,1,21,36,184,130800,20,1,9,5,84,0,1,76,1,0,0.5,0.0,1.1,5,3.5,1
18,3.0,5.5,5.4,2.6,0.0,1.6,14,1,45,16,262,30000,17,0,44,22,82,0,0,58,1,0,3.2,0.0,3.8,6,5.0,1
24,1.6,7.2,7.1,0.3,0.0,1.6,15,0,45,2,183,103000,14,0,26,9,23,2,1,63,0,0,6.3,0.0,3.1,4,6.499999999999999,1
30,10.4,2.1,2.0,0.5,0.0,1.6,16,0,24,44,193,2800,19,0,0,26,143,1,1,71,1,0,1.0,0.0,1.6,8,3.4,1
21,1.7,9.7,9.6,3.0,0.0,1.6,20,1,38,34,124,60500,19,1,30,14,145,0,1,49,0,0,9.6,0.0,5.0,7,9.5,1
20,9.6,9.8,9.7,2.8,0.0,1.6,12,1,0,5,37,176700,18,0,48,43,86,0,1,28,0,0,9.3,0.0,8.2,5,3.3999999999999986,1
11,6.8,8.6,8.5,3.3,0.0,0.8,15,0,36,19,172,156500,16,1,5,10,146,0,0,25,1,1,5.1,0.0,6.4,7,3.700000000000001,1
30,7.2,9.6,9.5,0.5,0.0,0.8,18,1,24,10,201,54900,12,0,30,17,207,0,0,50,1,0,7.4,0.0,0.7,9,4.1,1
15,3.0,4.5,4.4,1.2,0.0,0.8,19,1,3,7,210,153700,18,0,5,34,27,2,1,58,0,1,1.9,0.0,2.7,3,1.0,1
14,3.7,4.0,3.9,1.2,0.0,1.6,20,1,37,45,27,192000,16,0,0,43,26,0,1,55,0,1,3.8,0.0,2.2,4,8.5,1
30,2.2,8.2,8.1,3.4,0.0,1.6,17,0,32,28,201,112000,14,1,19,3,86,1,0,67,0,0,8.1,0.0,3.7,6,5.100000000000001,1
15,5.1,3.8,3.7,0.2,0.0,1.6,19,0,40,2,6,89600,11,1,16,41,149,1,0,57,0,0,2.7,0.0,0.7,6,7.8,1
10,3.6,8.0,7.9,0.0,1.4,0.8,16,1,35,30,180,9600,18,1,34,1,209,2,0,69,0,1,6.4,0.3,6.1,8,4.4,1
29,4.0,9.0,8.9,2.9,0.0,0.8,19,1,23,21,209,107000,15,1,9,7,270,2,0,28,0,1,4.0,0.0,3.8,0,4.800000000000001,1
24,3.4,3.0,2.9,1.0,0.0,0.8,16,1,47,1,287,6200,13,1,44,24,268,2,0,76,0,1,1.4,0.0,1.5,1,6.300000000000001,1
29,12.7,7.0,6.9,1.7,0.0,1.6,19,0,14,33,25,3400,14,1,44,3,149,1,1,43,0,1,2.2,0.0,2.2,7,3.6,1
10,7.2,4.6,4.5,2.1,0.0,0.8,16,1,34,16,296,162100,20,0,7,27,268,2,1,35,1,1,4.4,0.0,3.7,2,4.200000000000001,1
14,2.5,2.6,2.5,0.9,0.0,0.8,11,0,23,7,131,180000,11,1,41,40,211,1,0,33,1,1,2.3,0.0,1.2,8,6.300000000000001,1
21,11.4,5.7,5.6,0.7,0.0,1.6,12,0,2,4,140,79800,17,1,16,12,31,0,1,41,0,1,2.1,0.0,3.6,2,3.2,1
21,12.3,3.6,3.5,0.2,0.0,1.6,11,1,31,1,44,59100,17,1,33,24,269,2,0,77,0,0,1.1,0.0,0.4,2,8.1,1
24,13.3,2.4,2.3,0.4,0.0,1.6,17,0,47,12,295,58300,15,0,23,14,31,1,1,54,0,1,1.6,0.0,1.1,2,7.0,1
16,4.9,8.5,8.4,0.9,0.0,0.8,19,0,5,5,14,56900,16,0,23,4,272,2,1,71,0,0,5.3,0.0,3.0,0,0.8000000000000007,1
18,12.5,6.1,6.0,1.9,0.0,0.8,15,1,25,33,285,16500,11,0,37,28,91,0,1,63,0,1,3.6,0.0,5.4,5,1.4000000000000004,1
14,5.3,9.4,9.3,2.4,0.0,0.8,12,1,44,41,43,154300,13,1,48,11,32,1,1,30,0,0,2.4,0.0,6.9,2,1.1999999999999993,1
24,8.9,8.5,8.4,0.0,1.6,1.6,17,1,38,24,111,153700,15,0,7,10,210,0,1,69,1,1,5.5,1.0,3.5,0,5.800000000000001,1
29,1.5,2.8,2.7,0.2,0.0,0.8,20,1,16,32,129,105500,13,0,11,17,94,1,1,56,0,0,1.4,0.0,2.2,4,3.4000000000000004,1
20,11.8,9.8,9.7,0.0,1.6,1.6,13,1,1,1,265,85400,11,0,19,30,153,1,0,52,1,1,8.7,0.4,7.0,7,3.6999999999999993,1
16,12.7,3.6,3.5,0.0,1.3,1.6,19,0,28,27,22,81200,13,1,19,43,274,0,0,36,1,0,2.9,0.0,2.3,1,4.5,1
25,3.0,4.2,4.1,0.0,0.2,1.6,16,0,27,7,3,139700,14,1,7,40,214,1,0,37,0,1,4.1,0.1,2.3,9,2.0,1
10,11.8,7.3,7.2,0.0,1.3,1.6,17,1,6,4,12,39500,19,1,33,12,34,2,1,45,1,0,4.0,0.2,1.6,3,8.600000000000001,1
15,8.0,3.2,3.1,0.0,0.5,0.8,11,1,24,37,51,36700,11,1,33,36,215,1,1,78,1,0,1.4,0.4,2.6,9,5.9,1
26,6.5,3.3,3.2,0.0,0.0,0.8,15,0,17,4,78,172200,12,1,34,44,159,1,0,39,0,1,0.7,0.0,2.7,5,8.0,1
12,13.1,3.7,3.6,0.0,1.3,0.8,16,0,25,9,0,103300,20,1,4,18,280,1,1,61,0,1,1.5,0.6,3.2,9,0.8999999999999995,1
18,8.8,6.7,6.6,0.0,0.0,0.8,17,0,4,6,9,3100,15,1,30,35,100,0,0,69,1,0,3.9,0.0,2.6,3,7.399999999999999,1
13,7.3,2.8,2.7,0.0,0.2,0.8,15,1,49,34,183,122100,13,1,48,40,161,1,1,81,0,1,1.8,0.0,0.4,5,4.1000000000000005,1
13,2.3,9.5,9.4,0.0,0.1,0.8,14,0,6,8,183,179200,15,0,37,26,40,2,1,33,0,1,8.3,0.0,0.8,2,5.1,1
28,8.6,5.7,5.6,0.0,0.8,1.6,13,1,14,6,269,16300,12,0,23,15,42,0,1,90,0,1,5.1,0.2,1.9,1,5.3,1
13,4.4,8.8,8.7,0.0,2.3,0.8,14,1,44,3,279,115100,18,0,48,33,163,1,0,32,1,0,4.6,1.8,6.6,5,2.1999999999999997,1
29,11.6,2.9,2.8,0.0,0.0,0.8,12,1,30,44,269,130400,15,1,0,33,102,2,1,59,1,1,0.9,0.0,0.8,4,7.299999999999999,1
17,4.0,2.8,2.7,0.0,1.1,1.6,20,0,15,19,46,124800,19,0,0,36,163,1,0,59,0,1,1.2,0.1,2.4,6,1.9000000000000004,1
10,8.0,4.4,4.3,0.2,0.0,0.8,19,1,1,25,44,192300,19,1,33,27,166,0,1,64,0,1,2.3,0.0,2.9,6,7.699999999999999,1
18,10.2,8.7,8.6,0.0,1.9,0.8,20,1,26,5,33,131600,18,1,34,10,230,2,1,58,1,1,5.5,1.6,7.4,6,2.8000000000000007,1
27,8.6,7.9,7.8,3.6,0.0,0.8,17,0,33,4,14,48200,20,0,11,39,49,0,1,76,0,1,3.8,0.0,7.4,1,1.4000000000000004,1
29,3.1,5.5,5.4,0.9,0.0,1.6,13,1,2,32,285,7800,15,0,25,18,168,2,1,68,1,0,4.9,0.0,3.5,5,2.0,1
14,12.0,8.6,8.5,3.3,0.0,0.8,14,1,32,29,295,106600,20,0,0,35,288,1,0,76,1,0,5.1,0.0,3.8,9,8.500000000000002,1
24,11.7,7.6,7.5,3.5,0.0,1.6,20,0,42,29,255,119800,17,0,44,16,230,0,1,31,1,0,6.1,0.0,6.9,7,6.300000000000001,1
14,8.8,8.0,7.9,1.4,0.0,0.8,15,1,31,40,3,158700,13,1,29,26,51,2,1,55,0,1,6.4,0.0,2.7,0,9.2,1
13,3.5,8.1,8.0,1.3,0.0,0.8,17,1,44,10,215,75900,13,1,48,10,293,2,1,34,0,0,6.1,0.0,5.9,8,3.1,1
16,5.4,4.8,4.7,1.0,0.0,0.8,12,1,38,18,70,54300,11,0,4,12,293,0,0,47,0,0,1.2,0.0,2.6,8,6.9,1
14,11.7,5.1,5.0,2.1,0.0,1.6,14,0,47,32,3,73900,16,1,7,43,111,1,1,90,0,1,2.7,0.0,2.8,3,1.6000000000000003,1
28,9.8,4.3,4.2,0.0,0.2,0.8,16,0,1,9,1,112000,20,1,33,44,295,2,1,26,0,1,3.1,0.1,3.4,7,3.3,1
12,12.1,6.1,6.0,0.5,0.0,1.6,17,0,35,23,31,171300,12,1,32,5,171,1,1,49,0,0,4.0,0.0,3.9,5,2.0,1
13,5.6,7.3,7.2,0.0,1.2,1.6,17,0,31,6,11,11800,16,1,8,16,115,1,0,34,0,1,2.3,1.1,3.2,1,9.9,1
26,5.1,3.9,3.8,1.0,0.0,1.6,18,1,48,18,30,67500,18,1,48,37,235,0,1,68,0,0,2.0,0.0,1.8,5,4.699999999999999,1
29,12.8,9.6,9.5,4.7,0.0,1.6,15,0,16,1,1,27200,13,0,11,17,54,1,1,60,0,0,5.5,0.0,8.8,0,5.300000000000001,1
27,12.5,3.0,2.9,0.2,0.0,0.8,17,0,21,43,213,86300,12,0,41,14,116,0,0,88,0,0,2.6,0.0,1.3,1,7.9,1
27,13.2,2.5,2.4,0.3,0.0,1.6,18,0,5,37,30,124600,20,1,36,23,115,1,1,85,0,0,1.5,0.0,1.0,2,5.699999999999999,1
28,9.6,9.0,8.9,2.4,0.0,1.6,16,0,16,12,9,79300,16,0,41,7,118,0,0,39,1,1,6.3,0.0,2.8,1,6.0,1
30,4.1,6.6,6.5,0.0,0.0,1.6,13,1,36,40,280,38900,11,1,4,32,237,1,0,32,1,1,2.7,0.0,4.2,6,6.6,1
14,8.3,9.2,9.1,2.2,0.0,1.6,16,1,11,1,19,93200,14,1,44,42,297,1,1,82,0,1,5.8,0.0,5.9,8,4.9,1
