íÁëÃâÑí∑,íÁëÃïù,ç∂âEï«ëÃçÇÇ≥,íÜãlìyìVí[çÇÇ≥,íÁäOãÊä‘ínï\ñ ,íÁì‡ãÊä‘ínï\ñ ,à¯í£çﬁä‘äu,ç›óàínî’èdó ,ç›óàínî’ãÊï™,ç›óàínî’Níl,ç›óàínî’ñÄéCäp,ç›óàínî’îSíÖóÕ,ç›óàínî’ïœå`åWêî,íÜãlÇﬂèdó ,íÜãlÇﬂãÊï™,íÜãlÇﬂNíl,íÜãlÇﬂñÄéCäp,íÜãlÇﬂîSíÖóÕ,ñÓî¬å^,ñÓî¬çﬁóø,à¯í£çﬁíºåa,à¯í£çﬁçﬁóøî‘çÜ,ï†ãNÇµçﬁéø,íÁäOë§êÖà _èÌéû,íÁì‡ë§êÖà _èÌéû,ÇπÇÒífïœå`îjâÛ,ääìÆÅAéxéùóÕ,ç™ì¸ÇÍïîÇÃà¿íË,é’êÖå¯â ,ñÓî¬ÇÃëœóÕè∆ç∏,É^ÉCÉçÉbÉhÇÃëœóÕè∆ç∏,ï†ãNÇµÇÃëœóÕè∆ç∏,ñÓî¬ÇÃëSí∑,à¯í£çﬁà íu,ï†ãNÇµî‘çÜ,ç™ì¸ÇÍê[Ç≥,ÇπÇÒífïœå`îjâÛ_label,ääìÆÅAéxéùóÕ_label,ç™ì¸ÇÍïîÇÃà¿íË_label,é’êÖå¯â _label,ñÓî¬ÇÃëœóÕè∆ç∏_label,É^ÉCÉçÉbÉhÇÃëœóÕè∆ç∏_label,ï†ãNÇµÇÃëœóÕè∆ç∏_label
16,11.1,2.4,2.3,0,0.6,1.6,11,1,32,39,100,21800,17,1,12,23,23,2,295,80,1,0,2,0.2,0.001200012,0.020898642,0.00100001,0.333333333,0.005555556,0.009803922,0.007142857,3.9,1.3,6,1.5,0,0,0,0,0,0,0
10,3.1,5.3,5.2,1.3,0,0.8,19,0,31,39,295,101200,11,1,3,17,140,0,390,41,0,1,2.5,0,0.035492458,0.021822149,0.00100001,0.373931624,0.021276596,0.011627907,0,14.8,2.9,2,9.5,0,0,0,0,0,0,0
10,9.7,6.6,6.5,0,2.3,0.8,18,0,27,22,274,140700,15,0,30,28,83,0,295,26,0,0,5.9,1.6,0.001200012,0.048096192,0.027372263,0.459921156,0.011111111,0.180851064,0.007142857,14.3,2.8,8,7.7,0,0,0,0,0,0,0
25,1.7,9.6,9.5,3.6,0,0.8,16,1,26,22,169,21200,19,0,22,22,201,1,295,53,0,0,5.8,0,0.524017467,0.13986014,0.042384854,1.158940397,0.177777778,0.081395349,0.014285714,15.7,4.1,4,6.1,0,0,0,2,0,0,0
16,12,8.4,8.3,4,0,1.6,20,0,10,35,4,1000,17,1,29,34,260,2,390,49,1,1,7.4,0,0.187793427,0.085531005,0.025536261,0.825471698,0.046808511,0.039215686,0.005405405,14.8,7.6,6,6.4,0,0,0,1,0,0,0
20,13.3,5.7,5.6,2.7,0,0.8,14,0,21,4,43,140100,17,0,40,27,261,2,295,65,1,1,4,0,0.888888889,0.186625194,0.077220077,1.182432432,0.127777778,0.127906977,0.032432432,8.4,4.6,5,2.7,1,0,0,2,0,0,0
11,10.5,4.5,4.4,0.4,0,1.6,17,1,5,18,178,120000,15,0,47,39,21,0,390,61,1,0,3.8,0,0.055350554,0.052128584,0.032552083,0.786516854,0.05106383,0.039215686,0.014285714,7.5,2.5,8,3,0,0,0,0,0,0,0
15,11.8,9.9,9.8,0,0.1,0.8,11,1,15,32,217,60100,15,1,8,32,22,0,295,77,1,1,4.9,0,0.045300113,0.049979175,0.022621022,0.56542811,0.211111111,0.039215686,0.010810811,18.8,3.6,7,8.9,0,0,0,0,0,0,0
23,1.2,4.5,4.4,0,0.4,1.6,20,0,36,15,293,139300,16,1,30,18,24,1,390,43,0,1,3.6,0.2,0.029390154,0.073574494,0.026200873,2.333333333,0.008510638,0.23255814,0.032432432,6.1,0.7,6,1.6,0,0,0,3,0,0,0
29,3.6,6.3,6.2,2.6,0,0.8,11,1,20,29,23,198600,18,1,29,24,200,2,390,66,0,0,5.2,0,0.001200012,0.088954781,0.050209205,0.435865504,0.034042553,0.058823529,0.042857143,16.2,5.3,4,9.9,0,0,0,0,0,0,0
20,7.3,6.4,6.3,0,1.6,1.6,14,0,0,26,139,19000,19,1,12,2,204,1,390,47,1,0,4.8,0.2,0.001200012,0.088954781,0.050209205,0.435865504,0.034042553,0.058823529,0.042857143,14.8,3.1,2,8.4,0,0,0,0,0,0,0
11,4.6,5.2,5.1,0,1.5,0.8,18,1,35,40,274,197800,16,0,19,14,263,1,295,44,1,0,1.8,0.4,0.001200012,0.007911914,0.00100001,0.044682752,0,0,0,13.9,2.1,4,8.7,0,0,0,0,0,0,0
22,1.8,4,3.9,0,1.3,1.6,11,0,19,9,110,177700,14,1,26,27,23,2,390,40,0,1,2.6,0.5,0.001200012,0.087272727,0.04506196,0.215650031,0.004255319,0,0,13,3.5,7,9,0,0,0,0,0,0,0
26,3.1,9.4,9.3,0,3.4,1.6,15,0,30,23,148,117800,14,0,37,19,24,2,295,56,0,1,4.3,2.1,0.001200012,0.043305666,0.031603898,0.182101977,0.011111111,0.011627907,0,14.8,7.8,6,5.4,0,0,0,0,0,0,0
17,13.5,8.2,8.1,0,3.3,0.8,19,1,14,37,284,97600,12,0,44,32,83,0,390,52,1,0,6,2.4,0.001200012,0.02160605,0.00100001,0.335249042,0.012765957,0,0,13.9,6.1,8,5.7,0,0,0,0,0,0,0
21,1.6,5.5,5.4,0,2.4,1.6,13,1,24,6,22,37700,12,1,4,24,84,0,390,68,0,0,3,2.3,0.001200012,0.297029703,0.03591954,0.262565641,0.004255319,0,0,7.5,3.7,8,2,0,0,0,0,0,0,0
12,12,4.3,4.2,0,2,0.8,16,0,9,20,158,17600,20,0,12,37,144,1,295,64,1,1,3.4,0.1,0.001200012,0.036199095,0.033812342,0.263355907,0.005555556,0,0,6.6,2.6,0,2.3,0,0,0,0,0,0,0
28,10.5,8.5,8.4,0,0.6,0.8,14,1,3,3,32,136500,18,1,30,42,204,2,295,76,0,1,5.9,0.2,0.001200012,0.050912176,0.00100001,0.067049808,0,0,0,17,7.4,2,8.5,0,0,0,0,0,0,0
18,7.7,7.3,7.2,0,0.8,1.6,17,0,39,17,167,116400,15,0,37,9,264,0,390,72,1,0,1.3,0.4,0.001200012,0.050912176,0.00100001,0.067049808,0,0,0,16.1,5.2,4,8.8,0,0,0,0,0,0,0
30,5,6.2,6.1,0,0.9,1.6,20,0,23,31,3,96200,13,1,44,21,24,1,295,68,1,1,3.5,0.5,0.082248115,0.232108317,0.263736264,0.377562028,0.016666667,0.009803922,0.005405405,15.3,3.6,6,9.1,0,0,0,0,0,0,0
20,2.3,5,4.9,0,0.9,0.8,14,1,7,45,138,76100,20,1,0,33,83,1,390,65,0,0,4.6,0.7,0.001200012,0.05165734,0.00100001,0.588235294,0.034042553,0.034883721,0.007142857,14.4,2.3,9,9.4,0,0,0,0,0,0,0
11,12.6,3.8,3.7,0,0.8,1.6,17,0,43,14,274,55900,18,0,8,1,143,2,295,61,1,0,1.7,0.7,0.001200012,0.021348514,0.00100001,0.096048299,0.005555556,0.009803922,0.014285714,13.5,1.3,1,9.7,0,0,0,0,0,0,0
23,9.9,2.6,2.5,0,0,0.8,20,1,27,28,110,35700,15,1,15,13,202,0,390,57,0,1,1.8,0,0.005760369,0.02663707,0.00100001,0.210716436,0.021276596,0.011627907,0,12.6,2.2,3,10,0,0,0,0,0,0,0
13,7.1,9.5,9.4,1.1,0,1.6,14,1,12,42,245,15600,13,1,22,25,262,1,295,53,1,0,2.2,0,0.003583052,0.013226055,0.01795762,0.802752294,0.016666667,0,0,10.2,7.4,5,0.7,0,0,0,1,0,0,0
17,8.4,6.8,6.7,0,2.3,0.8,18,0,22,11,284,154700,13,0,33,18,263,1,295,69,0,0,5.8,0.8,0.001200012,0.063694268,0.038167939,0.507982583,0.016666667,0,0,13.5,4.9,5,6.7,0,0,0,0,0,0,0
29,5.7,5.6,5.5,1.2,0,1.6,11,0,6,25,119,134500,11,1,40,30,23,2,390,66,1,1,2,0,0.010572687,0.054744526,0.032188841,0.33492823,0.008510638,0.009803922,0.005405405,12.6,3,7,7,0,0,0,0,0,0,0
12,6.9,2.9,2.8,0,1.1,1.6,16,1,17,39,158,74700,11,0,0,23,24,2,295,81,1,1,2.6,0.7,0.001200012,0.02078642,0.00100001,0.35971223,0.011111111,0.019607843,0.010810811,6.2,1.6,6,3.3,0,0,0,0,0,0,0
28,5.4,7.1,7,0,0,1.6,13,0,11,22,32,193600,19,1,19,28,84,0,295,27,1,1,6.4,0,0.001200012,0.022931397,0.00100001,0.28,0.004255319,0,0,16.6,6.2,8,9.5,0,0,0,0,0,0,0
19,2.7,5.9,5.8,0,0.2,0.8,17,1,47,36,167,173500,17,0,26,40,144,1,390,90,0,0,2,0,0.001200012,0.022931397,0.00100001,0.28,0.004255319,0,0,15.7,4.1,0,9.8,0,0,0,0,0,0,0
25,11.6,9,8.9,0,1.4,1.6,18,0,26,33,177,73300,12,0,0,13,264,0,295,32,0,0,7.4,0.8,0.001200012,0.09202454,0.049566295,0.79006772,0.061111111,0.563829787,0.1,15.8,2.9,4,6.8,0,0,0,0,0,0,0
23,4.8,9.3,9.2,3.5,0,1.6,20,0,35,2,110,92800,17,0,3,44,82,1,390,75,0,1,9,0,0.001200012,0.028483266,0.018028846,0.103275302,0,0,0,10.7,8.9,0,1.4,0,0,0,0,0,0,0
24,11.3,2.4,2.3,0,0.6,1.6,19,0,31,30,89,132300,20,0,30,10,26,1,295,60,0,0,1.5,0,0.001200012,0.028483266,0.018028846,0.103275302,0,0,0,11.7,1.6,6,9.3,0,0,0,0,0,0,0
18,3.3,5.4,5.3,2.6,0,1.6,17,1,30,29,284,12800,15,0,22,4,143,2,295,87,0,0,2.6,0,0.02955665,0.024043278,0.00100001,0.427350427,0.061111111,0.011627907,0.035714286,13.1,4.2,1,7.7,0,0,0,0,0,0,0
26,5.8,8.1,8,0,2.9,1.6,16,1,50,12,60,92000,15,1,44,35,145,0,295,52,1,0,4.5,1,0.001200012,0.161290323,0.042979943,0.19651881,0,0,0,18,4.5,0,9.9,0,0,0,0,0,0,0
30,7.1,5.4,5.3,0,2.2,0.8,20,0,10,26,99,32100,16,0,4,28,146,0,390,68,1,0,5.3,1.2,0.001200012,0.095541401,0.050869012,0.5,0.029787234,0.019607843,0.007142857,11.6,2.7,9,6.2,0,0,0,0,0,0,0
19,10.7,4.5,4.4,1.3,0,1.6,16,0,4,9,167,31500,18,1,15,27,24,2,390,41,0,0,3,0,0.013948623,0.060210738,0.021704529,0.29991431,0.033333333,0.058139535,0.027027027,5.7,3.5,7,1.2,0,0,0,0,0,0,0
14,9.2,8.7,8.6,3.6,0,1.6,14,1,49,37,41,150500,16,1,33,32,84,0,295,53,0,1,6.7,0,0.013948623,0.060210738,0.021704529,0.29991431,0.033333333,0.058139535,0.027027027,16.2,5.6,9,7.5,0,0,0,0,0,0,0
22,11.7,3.4,3.3,0,0.4,1.6,12,1,19,20,118,30700,17,0,4,17,86,1,295,85,0,1,3.1,0.1,0.013948623,0.060210738,0.021704529,0.29991431,0.033333333,0.058139535,0.027027027,13.1,0.7,7,9.7,0,0,0,0,0,0,0
16,3.7,6.4,6.3,0.9,0,1.6,20,0,18,20,12,110200,11,0,47,11,203,1,295,46,0,1,3.2,0,0.191082803,0.396039604,0.437956204,0.538461538,0.038888889,0.139534884,0.043243243,14.5,1.2,3,8.1,0,0,0,0,0,0,0
28,1,5.2,5.1,1.3,0,0.8,14,1,2,34,148,90000,19,1,3,23,263,2,390,42,1,1,4.5,0,0.187793427,0.085531005,0.025536261,0.825471698,0.046808511,0.039215686,0.005405405,13.6,4.3,6,8.4,0,0,0,1,0,0,0
11,2.3,2.5,2.4,0.6,0,1.6,18,1,13,3,186,30100,19,0,15,16,264,0,295,58,1,1,1.5,0,0.009000225,0.041194645,0.00100001,0.426829268,0.027777778,0.019607843,0.005405405,7.2,1.7,5,4.7,0,0,0,0,0,0,0
26,13.9,6.7,6.6,2.3,0,0.8,16,0,7,31,60,149100,17,1,33,21,24,1,295,70,1,0,4.7,0,0.063391442,0.106571936,0.233009709,0.875,0.094444444,0.019607843,0.007142857,8,3.7,7,1.3,0,0,0,1,0,0,0
17,11.1,5.5,5.4,2.5,0,1.6,19,1,43,45,196,128900,14,0,40,33,84,1,390,66,0,1,5.3,0,0.058765916,0.054869684,0.037137905,1.104100946,0.063829787,0.081395349,0.021621622,7.1,3,9,1.6,0,0,0,2,0,0,0
21,12.4,2.8,2.7,1.2,0,0.8,13,1,2,14,234,69100,15,1,0,26,85,2,295,82,0,1,2.1,0,0.010329689,0.021861906,0.00100001,0.256975037,0.022222222,0.011627907,0,10.3,2.4,8,7.5,0,0,0,0,0,0,0
12,9.7,9.7,9.6,0.7,0,1.6,16,0,37,28,70,48900,12,1,7,38,145,2,295,78,0,1,0.9,0,0.001200012,0.047923323,0.018028846,0.121149187,0.005555556,0,0,17.5,7.6,1,7.8,0,0,0,0,0,0,0
14,4.2,7.3,7.2,2.1,0,1.6,13,0,6,11,41,8600,17,1,22,18,264,1,295,70,0,1,6.4,0,1.463414634,0.369230769,0.12908778,2.333333333,0.305555556,0.156862745,0.042857143,15.8,4.3,5,8.5,3,0,0,3,0,0,0
26,1.4,6.1,6,2.4,0,1.6,16,0,41,25,177,187400,15,1,29,30,23,2,390,67,1,0,3.3,0,0.076287349,0.071428571,0.03231888,0.540123457,0.021276596,0.019607843,0.007142857,14.9,3.3,7,8.8,0,0,0,0,0,0,0
30,2.7,3.4,3.3,1.2,0,0.8,11,1,1,39,215,127500,15,0,40,23,24,2,295,82,1,0,3.1,0,0.075662043,0.037582211,0.00100001,0.769230769,0.027777778,0.019607843,0.007142857,8.5,1.5,7,5.1,0,0,0,0,0,0,0
17,5.2,6.2,6.1,0,0.9,0.8,19,1,21,22,292,7800,16,0,12,8,26,0,295,48,0,0,2,0.3,0.001200012,0.018856065,0.00100001,0.18597237,0.138888889,0.034883721,0.007142857,13.5,4.6,6,7.3,0,0,0,0,0,0,0
11,10.3,9.2,9.1,1.1,0,0.8,17,0,21,22,186,87200,20,0,3,2,144,1,295,75,0,1,6.9,0,0.109990834,0.124481328,0.081081081,1.060606061,0.166666667,0.023255814,0.010810811,14.9,6.6,1,5.7,0,0,0,2,0,0,0
19,12.8,3.8,3.7,0.4,0,0.8,16,1,41,5,263,166500,11,1,26,33,146,1,295,41,0,1,0.4,0,0.001200012,0.026690391,0.00100001,0.048275862,0,0,0,11.7,1.6,0,7.9,0,0,0,0,0,0,0
10,10.1,2.6,2.5,0.5,0,1.6,19,1,26,19,99,146300,19,0,33,45,205,2,295,37,0,0,1.4,0,0.001352174,0.026960234,0.00100001,0.181441161,0.005555556,0.042553191,0.014285714,10.8,1,3,8.2,0,0,0,0,0,0,0
14,11.3,8,7.9,0,2.5,0.8,14,0,36,33,137,86400,19,0,44,38,206,2,390,53,0,0,2.9,2.4,0.001200012,0.023464998,0.00100001,0.060869565,0,0,0,12.6,2.8,2,4.6,0,0,0,0,0,0,0
30,9.8,4.1,4,0,1.5,1.6,11,1,31,16,11,6400,17,0,12,43,267,0,390,65,1,1,1.8,0.4,0.001200012,0.020332091,0.016560861,0.27866242,0,0,0,5.3,3.1,4,1.2,0,0,0,0,0,0,0
20,7.1,2.9,2.8,0,1.2,0.8,15,0,15,30,146,185200,14,0,19,10,26,1,295,61,1,1,2.1,0.5,0.001200012,0.020332091,0.016560861,0.27866242,0,0,0,4.4,1.9,6,1.5,0,0,0,0,0,0,0
18,13.5,3.2,3.1,0.5,0,1.6,17,1,24,44,79,5800,19,1,22,42,145,2,390,38,1,1,2.4,0,0.006172205,0.031847134,0.00100001,0.328022493,0.046808511,0.190909091,0.07027027,9,1.3,1,5.8,0,0,0,0,0,0,0
23,1.6,8.6,8.5,1.4,0,0.8,11,1,35,13,118,144900,20,0,33,35,146,0,295,53,1,1,4.1,0,0.052724077,0.072072072,0.064864865,1.158940397,0.127659574,0.058139535,0.028571429,10.7,2.4,0,2.1,0,0,0,2,0,0,0
13,12,7.4,7.3,1.9,0,1.6,14,0,19,27,253,124700,17,1,40,2,205,0,390,50,0,0,6.2,0,0.052724077,0.072072072,0.064864865,1.158940397,0.127659574,0.058139535,0.028571429,9.8,6.7,3,2.4,0,0,0,2,0,0,0
21,1.4,2.1,2,0,0.2,0.8,13,1,40,10,30,5000,18,0,12,33,207,1,295,81,1,0,0.3,0,0.001200012,0.152284264,0.00100001,0.032407407,0,0,0,6.7,1.2,2,4.6,0,0,0,0,0,0,0
15,6.5,5.1,5,2.4,0,0.8,11,1,39,9,224,84400,12,0,3,27,24,2,390,42,0,1,4,0,0.080375084,0.066225166,0.037009623,0.938337802,0.042553191,0.046511628,0.005405405,8.1,3.8,7,3,0,0,0,1,0,0,0
10,5,9.3,9.2,0.9,0,0.8,19,0,33,37,98,4400,20,1,22,32,85,0,295,54,0,0,6.5,0,0.050718512,0.063525675,0.042722871,1.147540984,0.061111111,0.009803922,0,18.5,2.7,9,9.2,0,0,0,2,0,0,0
18,7.5,3.9,3.8,0.3,0,0.8,17,1,3,20,175,83600,11,1,44,17,87,1,295,86,1,0,3.8,0,0.050718512,0.063525675,0.042722871,1.147540984,0.061111111,0.009803922,0,5.8,3.2,8,1.9,0,0,0,2,0,0,0
23,8.8,9.3,9.2,0,3,1.6,12,1,13,34,214,23700,11,0,4,10,88,1,390,36,1,0,6.9,2.9,0.001200012,0.045146727,0.019893899,0.497866287,0.059574468,0.090909091,0.014285714,17.1,7.3,7,7.8,0,0,0,0,0,0,0
13,6,8.1,8,0,2.9,0.8,15,0,49,3,49,3600,19,0,12,22,148,2,295,32,0,1,3,0.3,0.001200012,0.538116592,0.397350993,0.013944223,0.072222222,0,0,16.2,5.6,0,8.1,0,0,0,0,0,0,0
25,3.3,6.9,6.8,2.1,0,0.8,18,1,33,17,185,182400,16,1,19,34,207,2,390,28,1,1,4.2,0,0.078482668,0.077220077,0.025376417,0.661625709,0.029787234,0.063636364,0.005405405,15.3,3.8,2,8.4,0,0,0,0,0,0,0
29,4.6,4.3,4.2,0,1.8,1.6,13,1,43,31,223,122500,17,0,30,27,208,0,390,44,0,1,2,0.7,0.001200012,0.011264433,0.00100001,0.044303797,0,0,0,9,2.3,1,4.7,0,0,0,0,0,0,0
20,1.8,3.1,3,0,1.4,0.8,16,0,28,45,59,102400,14,0,37,39,268,1,295,40,1,0,2.2,0.7,0.001200012,0.038747175,0.019087005,0.212121212,0,0,0,8.1,2.7,4,5,0,0,0,0,0,0,0
22,9.4,8.8,8.7,1.2,0,0.8,13,1,48,28,30,62100,19,0,0,19,87,2,295,33,1,0,3.6,0,0.120361083,0.093385214,0.047281324,1.020408163,0.157446809,0.308510638,0.092857143,14.5,5.8,8,5.7,0,0,0,2,0,0,0
12,6.7,7.6,7.5,1.9,0,1.6,16,0,32,42,166,41900,17,1,7,31,146,0,390,29,0,0,6,0,0.120361083,0.093385214,0.047281324,1.020408163,0.157446809,0.308510638,0.092857143,13.6,4.4,0,6,0,0,0,2,0,0,0
15,1.2,5.2,5.1,2.4,0,0.8,12,0,1,25,137,1600,12,0,22,11,266,1,390,87,1,0,3.9,0,0.155642023,0.127388535,0.054694622,0.812064965,0.157446809,0.029411765,0.014285714,11.8,2.7,5,6.6,0,0,0,1,0,0,0
26,11.6,4,3.9,0.3,0,1.6,16,0,36,39,272,180400,19,1,29,23,25,2,295,84,0,1,3.8,0,0.066225166,0.031948882,0.019277108,0.517751479,0.033333333,0.023255814,0.010810811,10.9,3.3,7,6.9,0,0,0,0,0,0,0
29,12.6,2.8,2.7,0.4,0,1.6,12,0,0,5,223,179600,18,0,19,13,88,1,390,61,0,1,1.1,0,0.001729107,0.035534498,0.013449899,0.15779982,0.004255319,0.011627907,0,8.5,0.9,8,5.7,0,0,0,0,0,0,0
12,13.8,8.3,8.2,0,3.4,0.8,16,0,11,19,261,119700,18,0,30,6,89,1,295,77,0,1,8.1,0.8,0.001200012,0.066964286,0.049979175,0.769230769,0.016666667,0.023255814,0.005405405,10.4,3.7,7,2.1,0,0,0,0,0,0,0
24,11.1,7.1,7,0,3.2,0.8,20,1,46,33,97,99600,16,1,37,18,148,2,390,73,1,0,4.7,1.1,0.001200012,0.043149946,0.023566379,0.274941084,0,0,0,9.5,6.3,9,2.4,0,0,0,0,0,0,0
15,8.4,5.9,5.8,2.3,0,1.6,13,0,30,2,233,79400,13,0,44,31,208,0,295,69,1,1,5.1,0,0.045248869,0.09771987,0.081300813,1.107594937,0.116666667,0.029411765,0.032432432,8.6,4.5,2,2.7,0,0,0,2,0,0,0
13,1.6,6.2,6.1,0.8,0,0.8,15,1,40,16,165,99000,18,0,47,17,26,1,390,46,1,0,5.9,0,0.585365854,0.161290323,0.045689918,1.258992806,0.089361702,0.088235294,0.007142857,13.2,3.2,7,7,0,0,0,3,0,0,0
24,12,5,4.9,1.1,0,1.6,19,0,24,30,1,78800,16,1,3,30,86,1,295,42,0,1,2.5,0,0.016222793,0.223048327,0.459770115,0.315884477,0.094444444,0.151162791,0.016216216,12.3,2.2,9,7.3,0,0,0,0,0,0,0
25,5.4,6.2,6.1,0,1,1.6,18,0,20,13,281,118300,19,1,30,41,29,2,390,28,0,0,5.7,0.1,0.001200012,0.085166785,0.045420136,0.945945946,0.029787234,0.106382979,0.007142857,11.7,5.7,5,5.5,0,0,0,1,0,0,0
16,2.6,5,4.9,0,0.9,0.8,12,1,4,27,116,98200,17,1,37,8,89,2,295,90,1,1,2.2,0.2,0.001200012,0.041811847,0.015854561,0.301204819,0.005555556,0,0,10.8,3.9,7,5.8,0,0,0,0,0,0,0
27,13,3.8,3.7,1.2,0,0.8,15,0,39,41,252,78000,14,0,44,20,148,0,390,86,0,0,3.1,0,0.017023691,0.025353898,0.016326531,0.410798122,0.038297872,0.011627907,0.007142857,9.9,2.6,0,6.1,0,0,0,0,0,0,0
18,10.3,2.6,2.5,1,0,1.6,18,0,24,10,87,57900,12,1,0,32,208,1,295,82,1,1,1.2,0,0.001200012,0.038885288,0.028985507,0.174302789,0.011111111,0.009803922,0.010810811,9,1.6,2,6.4,0,0,0,0,0,0,0
30,7.5,9.5,9.4,0.5,0,0.8,11,1,8,24,223,37700,19,1,7,45,268,2,390,79,0,1,5.4,0,0.038338658,0.073037127,0.026978417,0.883838384,0.080851064,0.046511628,0.016216216,16.2,2.6,4,6.7,0,0,0,1,0,0,0
20,4.8,8.3,8.2,1.4,0,1.6,15,0,44,38,59,17500,17,0,15,12,27,2,295,75,1,0,8,0,0.895522388,0.350877193,0.152284264,1.37254902,0.166666667,0.470588235,0.278571429,15.4,1.8,7,7.1,1,0,0,3,0,0,0
11,2,7.1,7,1.9,0,0.8,18,1,28,7,194,196400,15,1,22,24,87,0,390,71,1,1,3.8,0,0.192,0.086021505,0.030132583,0.711382114,0.034042553,0,0,14.5,6.1,9,7.4,0,0,0,0,0,0,0
19,4.6,9.9,9.8,2.7,0,0.8,17,1,49,35,271,76600,15,0,44,10,89,1,390,37,1,1,7.5,0,0.542986425,0.075805433,0.024650781,0.991501416,0.153191489,0.090909091,0.005405405,19.5,6.4,8,9.6,0,0,0,1,0,0,0
14,3.1,6,5.9,2.3,0,1.6,14,0,43,17,145,195600,13,0,11,15,149,2,295,49,1,0,5,0,0.22181146,0.168776371,0.076824584,0.983146067,0.055555556,0.098039216,0.021428571,12.2,3,9,6.2,0,0,0,1,0,0,0
25,13.4,4.8,4.7,2.3,0,0.8,18,1,28,31,280,175400,11,0,19,27,209,0,390,45,0,0,2.6,0,0.004180311,0.016835017,0.00100001,0.317028986,0.017021277,0.011627907,0,11.3,4.4,2,6.5,0,0,0,0,0,0,0
16,10.7,3.6,3.5,0.3,0,1.6,11,0,12,45,116,155300,18,1,26,39,269,0,295,41,1,1,2.1,0,0.002388392,0.033994334,0.022230456,0.298889838,0.016666667,0.019607843,0.005405405,10.4,2.7,4,6.8,0,0,0,0,0,0,0
28,7.9,2.4,2.3,0.5,0,0.8,14,1,47,14,252,135100,16,0,33,7,28,1,390,37,0,0,2.3,0,0.028770079,0.026121027,0.00100001,0.356052899,0.012765957,0.031914894,0,9.5,1.5,6,7.1,0,0,0,0,0,0,0
11,9.2,7.8,7.7,1.6,0,1.6,19,1,7,28,290,75200,16,0,44,44,29,2,295,53,1,0,5.4,0,0.080428954,0.0505689,0.026867276,1.060606061,0.094444444,0.088235294,0.028571429,11.3,4.4,6,3.5,0,0,0,2,0,0,0
22,6.5,6.6,6.5,2,0,0.8,12,0,42,42,126,55100,14,1,0,12,89,2,390,49,0,1,2.1,0,0.007505629,0.034344591,0.023125843,0.456323338,0.017021277,0.011627907,0,10.4,3.3,8,3.8,0,0,0,0,0,0,0
13,3.7,5.4,5.3,2.3,0,0.8,15,0,26,11,261,34900,11,0,7,24,148,0,295,46,1,1,3.6,0,0.08908686,0.069484655,0.036429872,0.888324873,0.088888889,0.029411765,0.010810811,9.5,2.7,0,4.1,0,0,0,1,0,0,0
29,2.2,9.6,9.5,0.4,0,0.8,13,1,21,39,135,153900,19,1,26,29,209,1,295,58,0,0,4.9,0,0.362537764,0.413793103,0.253807107,1.228070175,0.170212766,0.457446809,0.05,10.3,7,2,0.7,0,0,0,3,0,0,0
27,8.6,9.9,9.8,2.5,0,1.6,15,1,31,8,68,173400,14,0,29,16,27,2,390,34,0,0,7.4,0,0.362537764,0.413793103,0.253807107,1.228070175,0.170212766,0.457446809,0.05,14.9,6.3,7,5,0,0,0,3,0,0,0
28,2,3.1,3,0,1.4,1.6,15,1,26,36,48,14000,17,1,4,27,271,0,295,86,0,1,1.7,0.4,0.001200012,0.038265306,0.00100001,0.107131925,0,0,0,6.3,1.8,3,3.2,0,0,0,0,0,0,0
26,8.4,3.4,3.3,1.1,0,0.8,17,0,36,5,280,33500,12,0,7,13,89,1,390,62,0,0,1.9,0,0.006963788,0.026642984,0.017751479,0.271528317,0.021276596,0.023255814,0,10.9,1.3,8,7.5,0,0,0,0,0,0,0
16,5.6,2.2,2.1,0.9,0,0.8,20,1,20,19,116,13300,20,1,15,26,148,1,295,59,1,1,1.9,0,0.008519097,0.038784745,0.00100001,0.30094583,0.044444444,0.019607843,0.010810811,10,1.7,0,7.8,0,0,0,0,0,0,0
21,6.9,7.6,7.5,3.6,0,1.6,15,1,30,33,154,152500,20,0,26,18,149,2,390,74,0,1,5.3,0,0.076190476,0.086956522,0.043165468,0.980392157,0.055319149,0.023255814,0.032432432,11.8,6.1,0,4.2,0,0,0,1,0,0,0
11,4.1,6.4,6.3,0.5,0,0.8,18,0,15,2,290,132300,18,0,33,31,209,2,295,71,1,0,5.5,0,0.151898734,0.119760479,0.059970015,1.417004049,0.072222222,0.029411765,0.021428571,10.9,3.3,2,4.5,0,0,0,3,0,0,0
27,2.6,2.5,2.4,0.4,0,0.8,16,1,9,30,164,52300,15,0,0,36,269,1,295,83,0,1,2.3,0,0.021762786,0.04916018,0.017793594,1.548672566,0.011111111,0.011627907,0.005405405,3.6,0.8,4,1.1,0,0,0,3,0,0,0
25,9,2.8,2.7,1,0,1.6,18,0,19,44,97,71800,20,0,3,22,88,2,390,59,0,0,1.1,0,0.001342417,0.016413623,0.00100001,0.185087255,0.008510638,0.011627907,0,8.2,2.4,9,5.4,0,0,0,0,0,0,0
20,7.5,7,6.9,0.1,0,0.8,16,1,13,27,271,190800,18,0,22,27,148,0,295,71,0,1,1,0,0.001200012,0.020887728,0.00100001,0.301724138,0.005555556,0,0,9,3.9,1,2,0,0,0,0,0,0,0
