,堤体延長,堤体幅,左右壁体高さ,中詰土天端高さ,堤外区間地表面,堤内区間地表面,引張材間隔,在来地盤重量,在来地盤区分,在来地盤N値,在来地盤摩擦角,在来地盤粘着力,在来地盤変形係数,中詰め重量,中詰め区分,中詰めN値,中詰め摩擦角,中詰め粘着力,矢板型,矢板材料,引張材直径,引張材材料番号,腹起し材質,堤外側水位_地震時,堤内側水位_地震時,震度,せん断変形破壊,滑動、支持力,根入れ部の安定,矢板の耐力照査,タイロッドの耐力照査,腹起しの耐力照査
7166,18,13.2,2.2,2.1,0.0,0.0,1.6,13,0,27,28,16,41100,18,0,34,26,1,3,390,48,1,1,1.9,0.0,0.5,0.6329113924050632,0.7142857142857143,0.5240174672489083,0.0764872521246459,0.1830065359477124,0.02857142857142857
7167,29,10.4,9.1,9.0,1.3,0.0,0.8,17,1,12,41,151,20900,16,1,41,38,60,4,295,44,0,0,8.0,0.0,0.2,0.42016806722689076,0.16420361247947454,0.042238648363252376,0.1814814814814815,0.06976744186046512,0.014285714285714285
7168,17,13.0,3.7,3.6,0.0,0.0,0.8,15,1,32,24,228,100200,17,0,12,24,62,5,295,76,0,0,3.6,0.0,0.1,0.09099181073703366,0.051493305870236865,0.01230895476459124,0.014814814814814815,0.015503875968992248,0.014285714285714285
7169,11,5.0,6.7,6.6,2.4,0.0,0.8,13,0,31,24,123,179600,11,0,4,18,179,5,295,36,0,1,5.9,0.0,0.5,0.4694835680751174,0.24752475247524752,0.08771929824561403,0.044444444444444446,0.06382978723404255,0.0035714285714285713
7170,11,11.5,8.0,7.9,0.0,0.6,1.6,13,0,27,7,102,20100,15,0,30,29,123,3,390,88,0,0,4.5,0.5,0.5,0.42372881355932207,0.4608294930875576,0.09104704097116843,0.025495750708215296,0.05426356589147287,0.10476190476190476
7171,23,8.7,6.8,6.7,0.0,0.8,0.8,16,1,11,21,238,199000,12,0,38,41,182,3,295,84,1,1,3.8,0.6,0.2,0.06605019815059444,0.07880220646178093,0.018170805572380374,0.014814814814814815,0.0,0.0
7172,14,6.0,5.6,5.5,2.6,0.0,1.6,20,0,47,35,73,178800,20,1,45,8,242,4,390,80,0,0,4.0,0.0,0.4,0.3597122302158274,0.31446540880503143,0.10723860589812333,0.0169971671388102,0.007751937984496124,0.004761904761904762
7173,25,3.3,4.4,4.3,0.3,0.0,0.8,13,1,31,4,209,158600,17,0,1,20,2,5,295,76,1,1,2.2,0.0,0.1,0.06353240152477764,0.04945598417408507,0.019401778496362165,0.04814814814814815,0.058823529411764705,0.010714285714285714
7174,16,13.6,3.2,3.1,0.6,0.0,1.6,16,1,15,18,45,138500,15,1,8,33,61,3,390,73,1,0,1.7,0.0,0.2,0.10845986984815617,0.2336448598130841,0.030824556896994603,0.0056657223796034,0.006535947712418301,0.009523809523809525
7175,27,10.9,2.0,1.9,0.6,0.0,0.8,20,0,0,32,180,118300,12,1,15,45,121,3,295,69,0,0,1.2,0.0,0.4,0.0625782227784731,0.09532888465204957,0.013839234229039326,0.007407407407407408,0.0,0.0
7176,15,13.4,4.7,4.6,0.0,1.6,1.6,18,1,20,15,257,197600,13,1,38,30,123,4,295,34,0,0,3.3,0.2,0.3,0.001000010000100001,0.08064516129032258,0.001000010000100001,0.0,0.0,0.0
7177,26,10.6,3.5,3.4,1.3,0.0,0.8,12,0,5,29,92,177400,11,1,45,43,182,5,390,31,0,1,2.5,0.0,0.5,0.056689342403628114,0.1564945226917058,0.03825310806503028,0.0056657223796034,0.02127659574468085,0.0
7178,17,7.9,2.3,2.2,0.0,0.0,1.6,15,0,40,43,228,157200,18,0,1,10,242,3,295,27,1,0,1.2,0.0,0.2,0.04101722723543889,0.03534817956875221,0.001000010000100001,0.003703703703703704,0.012121212121212121,0.0
7179,15,1.2,2.6,2.5,0.5,0.0,0.8,17,1,50,12,161,176800,13,1,4,42,60,4,390,70,1,1,2.4,0.0,0.3,0.04570383912248629,0.07593014426727411,0.015007503751875938,0.0084985835694051,0.006535947712418301,0.0035714285714285713
7180,16,7.7,3.9,3.8,0.0,0.2,0.8,17,0,45,40,140,17300,16,0,30,8,4,4,295,55,1,0,2.5,0.1,0.3,0.31746031746031744,0.11235955056179775,0.06030150753768845,0.17777777777777778,0.09803921568627451,0.014285714285714285
7181,10,12.8,6.8,6.7,2.3,0.0,0.8,15,1,44,40,35,96700,11,0,22,2,121,5,295,82,0,0,4.4,0.0,0.2,0.17761989342806395,0.303951367781155,0.19933554817275748,0.03333333333333333,0.007751937984496124,0.004761904761904762
7182,18,2.2,9.6,9.5,3.2,0.0,1.6,13,1,14,23,112,176000,11,0,45,32,123,3,295,47,1,0,7.0,0.0,0.2,0.05875440658049354,0.06944444444444445,0.020174848688634835,0.0,0.0,0.0
7183,22,3.4,6.9,6.8,0.0,1.1,0.8,18,0,24,37,150,116100,12,0,5,25,124,3,390,63,1,0,2.0,0.3,0.4,0.05875440658049354,0.06944444444444445,0.020174848688634835,0.0,0.0,0.0
7184,13,13.8,5.7,5.6,2.5,0.0,1.6,11,0,9,6,286,96000,19,1,12,37,183,4,295,59,0,1,2.9,0.0,0.1,0.03207184092366902,0.0544069640914037,0.029140359397765905,0.014814814814814815,0.007751937984496124,0.0035714285714285713
7185,24,11.1,4.5,4.4,0.2,0.0,0.8,14,1,44,20,121,75800,17,0,19,5,243,4,390,56,0,0,0.7,0.0,0.2,0.06583278472679395,0.10526315789473684,0.001000010000100001,0.0,0.0,0.0
7186,15,8.3,3.3,3.2,0.5,0.0,1.6,18,0,28,34,257,55600,15,1,26,17,3,5,295,52,1,0,0.8,0.0,0.4,0.30120481927710846,0.07342143906020558,0.08264462809917356,0.07037037037037037,0.16339869281045752,0.0380952380952381
7187,13,1.6,3.6,3.5,1.4,0.0,0.8,20,1,38,3,190,75200,19,1,29,4,121,3,390,29,1,0,2.5,0.0,0.5,0.1984126984126984,0.0968054211035818,0.01612469766191884,0.014164305949008499,0.01818181818181818,0.0
7188,14,8.1,4.8,4.7,0.0,1.9,1.6,20,1,33,31,169,114700,13,1,5,15,64,4,295,80,1,1,2.5,1.2,0.5,0.001000010000100001,0.12254901960784313,0.001000010000100001,0.0,0.0,0.0
7189,26,5.3,3.6,3.5,1.3,0.0,0.8,13,0,18,45,5,94600,20,1,12,27,124,4,390,76,0,0,1.7,0.0,0.2,0.5434782608695652,0.19880715705765406,0.05550416281221091,0.06232294617563739,0.031007751937984496,0.06666666666666667
7190,14,9.0,2.7,2.6,0.5,0.0,0.8,19,0,11,28,73,93900,13,1,22,26,2,3,390,49,1,0,1.7,0.0,0.5,0.3496503496503497,0.2159827213822894,0.043699927166788055,0.08781869688385269,0.08496732026143791,0.0380952380952381
7191,26,6.2,9.6,9.5,3.1,0.0,1.6,12,1,47,42,209,73800,20,1,29,38,61,4,295,45,0,1,6.7,0.0,0.2,0.5208333333333334,0.12360939431396786,0.032388663967611336,0.08888888888888889,0.06201550387596899,0.025
7192,30,7.5,7.0,6.9,2.2,0.0,0.8,16,1,6,11,247,13900,11,0,41,31,62,4,390,61,0,1,2.8,0.0,0.4,0.28169014084507044,0.11123470522803114,0.016946758932354186,0.0453257790368272,0.015503875968992248,0.007142857142857143
7193,21,4.7,5.8,5.7,2.4,0.0,1.6,19,0,41,25,83,192700,18,1,48,43,122,5,295,57,0,0,2.7,0.0,0.1,0.07047216349541931,0.11737089201877934,0.05725190839694656,0.011111111111111112,0.007751937984496124,0.004761904761904762
7194,11,2.0,4.6,4.5,0.2,0.0,1.6,13,0,26,39,218,172600,16,0,4,10,181,3,390,53,1,0,0.6,0.0,0.3,0.11933174224343675,0.026378264310208392,0.001000010000100001,0.0028328611898017,0.006535947712418301,0.0
7195,12,8.5,5.8,5.7,0.0,1.5,1.6,12,1,21,22,198,13100,19,1,30,21,125,3,295,39,1,1,4.9,0.9,0.3,0.11037527593818984,0.12706480304955528,0.02059732234809475,0.04814814814814815,0.03636363636363636,0.014285714285714285
7196,24,5.8,4.6,4.5,0.1,0.0,0.8,16,1,6,36,33,192000,17,0,38,34,184,4,390,35,0,0,3.6,0.0,0.4,0.5988023952095809,0.49504950495049505,0.5769230769230769,0.014164305949008499,0.03546099290780142,0.004761904761904762
7197,14,3.0,3.4,3.3,0.4,0.0,1.6,19,0,41,4,169,171800,14,0,45,1,244,4,295,31,1,1,2.6,0.0,0.1,0.042034468263976464,0.08695652173913043,0.044150110375275935,0.011111111111111112,0.06060606060606061,0.0035714285714285713
7198,26,13.4,2.2,2.1,0.5,0.0,0.8,12,1,26,18,5,151600,12,1,1,13,3,5,390,27,0,0,1.7,0.0,0.3,0.22624434389140272,0.1524390243902439,0.021115607953545664,0.018518518518518517,0.023255813953488372,0.004761904761904762
7199,17,10.6,9.1,9.0,3.3,0.0,1.6,16,0,10,32,140,131500,19,0,8,25,63,3,295,90,1,1,7.5,0.0,0.5,0.9259259259259258,0.39840637450199207,0.17142857142857143,0.6074074074074074,0.032679738562091505,0.06428571428571428
7200,15,10.4,2.6,2.5,1.1,0.0,1.6,18,1,15,29,53,190600,18,0,38,23,125,4,295,51,1,1,2.3,0.0,0.1,0.03971405877680699,0.0992063492063492,0.02117522498676548,0.007407407407407408,0.013071895424836602,0.007142857142857143
7201,18,4.9,8.3,8.2,1.6,0.0,1.6,14,0,35,12,24,150200,13,1,1,3,244,3,295,44,1,1,6.9,0.0,0.4,0.06993006993006992,0.186219739292365,0.04096961420279959,0.0113314447592068,0.0,0.0
7202,22,6.2,5.6,5.5,1.0,0.0,0.8,19,1,45,26,62,90400,13,0,12,40,245,3,390,60,0,1,2.6,0.0,0.2,0.06993006993006992,0.186219739292365,0.04096961420279959,0.0113314447592068,0.0,0.0
7203,20,12.5,5.9,5.8,2.4,0.0,1.6,11,0,3,40,295,109900,18,1,15,27,63,4,295,36,0,0,5.0,0.0,0.3,0.25641025641025644,0.0792393026941363,0.027548209366391182,0.040740740740740744,0.05673758865248227,0.023809523809523808
7204,11,9.8,4.7,4.6,0.1,0.0,1.6,14,1,39,9,131,89700,15,0,22,39,123,5,390,33,1,1,3.5,0.0,0.5,0.15337423312883436,0.21978021978021978,0.024645717806531114,0.014164305949008499,0.07272727272727272,0.010714285714285714
7205,15,11.1,2.0,1.9,0.0,0.0,0.8,19,1,49,23,169,29900,16,0,33,32,124,5,295,48,1,1,0.6,0.0,0.2,0.034211426616489904,0.056625141562853906,0.001000010000100001,0.003703703703703704,0.006535947712418301,0.0
7206,26,8.3,8.9,8.8,1.1,0.0,1.6,12,0,33,37,5,9700,13,1,41,44,183,3,390,45,0,0,3.3,0.0,0.4,0.14084507042253522,0.28735632183908044,0.33994334277620397,0.022222222222222223,0.0,0.0035714285714285713
7207,17,5.6,7.7,7.6,1.8,0.0,0.8,15,1,18,6,140,188500,11,0,48,12,243,4,295,41,0,1,3.3,0.0,0.5,0.3194888178913738,0.21551724137931036,0.03148779847808974,0.011111111111111112,0.0,0.0
7208,25,8.1,2.3,2.2,0.5,0.0,0.8,14,1,38,34,217,68800,11,1,19,42,245,5,390,72,0,1,1.2,0.0,0.5,0.02730748225013654,0.05385029617662897,0.001000010000100001,0.0028328611898017,0.0,0.0
7209,18,13.0,6.9,6.8,0.4,0.0,0.8,14,1,43,31,24,8300,14,1,41,34,124,4,295,61,0,1,2.6,0.0,0.5,0.10351966873706003,0.07457121551081282,0.001000010000100001,0.007407407407407408,0.0,0.0
7210,20,7.5,4.5,4.4,1.2,0.0,0.8,20,1,11,14,295,167000,19,1,4,14,243,5,295,54,0,0,2.2,0.0,0.4,0.10351966873706003,0.07457121551081282,0.001000010000100001,0.007407407407407408,0.0,0.0
7211,21,14.0,5.7,5.6,0.9,0.0,0.8,20,1,7,42,274,7500,13,0,30,25,186,3,390,39,0,1,0.9,0.0,0.3,0.08045052292839903,0.050050050050050046,0.001000010000100001,0.0084985835694051,0.0070921985815602835,0.0
7212,12,11.2,4.5,4.4,1.2,0.0,1.6,13,0,42,11,110,186400,20,1,38,37,246,3,295,35,1,0,4.4,0.0,0.5,0.13386880856760375,0.33112582781456956,0.08559201141226819,0.02962962962962963,0.09696969696969697,0.014285714285714285
7213,10,4.5,4.8,4.7,0.0,0.0,1.6,16,1,1,25,43,6900,15,0,41,24,64,4,295,78,1,0,1.8,0.0,0.2,0.16666666666666666,0.234192037470726,0.04244782454899186,0.011111111111111112,0.0196078431372549,0.04285714285714286
7214,18,7.0,7.5,7.4,0.0,0.0,1.6,14,0,21,8,120,86200,16,1,12,9,66,5,390,43,0,0,3.8,0.0,0.1,0.1510574018126888,0.17271157167530224,0.09630818619582664,0.0169971671388102,0.023255813953488372,0.014285714285714285
7215,11,11.9,4.0,3.9,1.3,0.0,0.8,14,0,25,5,226,25700,18,1,33,1,245,4,295,32,1,0,2.5,0.0,0.1,0.04045307443365696,0.059808612440191394,0.03224939532383768,0.022222222222222223,0.03636363636363636,0.0
7216,22,9.2,2.8,2.7,1.1,0.0,1.6,17,1,10,19,62,5500,16,0,41,13,4,5,390,28,0,1,1.8,0.0,0.3,0.15082956259426847,0.2178649237472767,0.03809523809523809,0.06232294617563739,0.5673758865248227,0.025
7217,13,6.4,9.7,9.6,0.4,0.0,1.6,11,1,45,33,198,184400,14,0,48,25,64,3,295,25,0,0,4.3,0.0,0.5,0.970873786407767,0.10940919037199125,0.02736602052451539,0.4148148148148148,0.2553191489361702,0.04285714285714286
7218,29,4.9,5.8,5.7,0.8,0.0,1.6,18,1,40,15,72,104300,11,0,15,30,124,4,295,37,1,0,5.6,0.0,0.4,0.14947683109118085,0.0931098696461825,0.023464998044583494,0.0084985835694051,0.0,0.0
7219,14,13.8,8.8,8.7,3.3,0.0,0.8,19,0,19,12,81,4100,17,0,41,3,245,3,295,45,0,0,6.0,0.0,0.4,0.14947683109118085,0.0931098696461825,0.023464998044583494,0.0084985835694051,0.0,0.0
7220,18,2.0,6.1,6.0,2.2,0.0,1.6,14,1,29,26,120,143200,17,1,1,40,246,3,390,61,0,0,2.4,0.0,0.2,0.14947683109118085,0.0931098696461825,0.023464998044583494,0.0084985835694051,0.0,0.0
7221,30,12.3,4.9,4.8,2.3,0.0,0.8,17,1,14,40,255,123100,15,1,8,8,5,4,295,57,1,1,2.4,0.0,0.3,0.5952380952380952,0.066711140760507,0.015682174594877158,0.16666666666666666,0.1111111111111111,0.010714285714285714
7222,21,9.6,3.7,3.6,0.3,0.0,0.8,20,0,49,9,91,102900,12,0,15,20,65,5,390,53,0,1,0.3,0.0,0.5,0.13679890560875513,0.23696682464454977,0.001000010000100001,0.0,0.0,0.0
7223,25,10.8,9.2,9.1,0.8,0.0,1.6,15,0,8,23,129,43000,13,1,26,13,66,5,295,69,1,1,5.7,0.0,0.2,0.33557046979865773,0.25125628140703515,0.13100436681222707,0.04814814814814815,0.06535947712418301,0.07857142857142857
7224,23,4.1,9.4,9.3,2.8,0.0,0.8,17,0,18,37,62,62600,17,0,29,44,184,3,390,46,1,1,9.3,0.0,0.4,0.1145475372279496,0.3787878787878788,0.08264462809917356,0.007407407407407408,0.012121212121212121,0.0
7225,23,10.6,2.6,2.5,0.4,0.0,0.8,17,0,13,20,41,102100,11,1,5,10,127,3,295,31,1,0,1.9,0.0,0.4,0.1145475372279496,0.3787878787878788,0.08264462809917356,0.007407407407407408,0.012121212121212121,0.0
7226,14,7.9,9.5,9.4,2.8,0.0,1.6,20,1,49,34,177,82000,18,0,12,23,187,4,390,27,0,1,7.3,0.0,0.5,0.7092198581560284,0.28901734104046245,0.04809619238476954,0.0821529745042493,0.22695035460992907,0.02142857142857143
7227,12,1.1,9.8,9.7,0.2,0.0,0.8,12,0,7,3,110,101500,13,0,15,9,5,5,295,70,0,0,0.9,0.0,0.2,0.07209805335255949,0.029446407538280327,0.019203072491598656,0.022222222222222223,0.02127659574468085,0.004761904761904762
7228,20,3.6,4.4,4.3,0.1,0.0,1.6,11,0,28,31,187,180800,14,0,37,40,7,3,295,35,0,0,0.9,0.0,0.1,0.07209805335255949,0.029446407538280327,0.019203072491598656,0.022222222222222223,0.02127659574468085,0.004761904761904762
7229,15,8.7,7.4,7.3,0.0,1.3,1.6,19,1,27,31,81,61200,18,0,29,34,124,4,295,62,0,0,1.5,1.2,0.5,0.3448275862068966,0.33557046979865773,0.04125128910278446,0.003703703703703704,0.0,0.0
7230,19,10.0,4.7,4.6,1.1,0.0,0.8,13,0,37,45,119,1300,19,1,41,27,125,4,390,78,0,0,3.2,0.0,0.2,0.08424599831508003,0.0999000999000999,0.03883495145631068,0.08498583569405099,0.015503875968992248,0.009523809523809525
7231,30,7.3,3.5,3.4,1.2,0.0,1.6,16,0,21,14,255,180200,16,1,48,39,185,5,295,74,0,1,2.5,0.0,0.4,0.06653359946773121,0.08665511265164645,0.023483365949119372,0.007407407407407408,0.007751937984496124,0.0035714285714285713
7232,21,4.5,2.3,2.2,0.0,0.6,0.8,20,1,6,28,91,160000,14,0,4,6,245,3,390,71,1,1,1.5,0.3,0.1,0.001000010000100001,0.034818941504178275,0.001000010000100001,0.0,0.0,0.0
7233,25,5.8,7.7,7.6,3.5,0.0,1.6,14,1,16,42,129,100100,14,1,15,44,246,3,390,86,1,1,4.0,0.0,0.3,0.21231422505307856,0.16611295681063123,0.03765296517100721,0.028328611898016998,0.006535947712418301,0.0035714285714285713
7234,16,3.0,6.5,6.4,0.4,0.0,0.8,17,0,1,11,265,80000,12,1,22,11,5,4,295,83,0,0,1.1,0.0,0.5,0.4566210045662101,0.06798096532970768,0.014895729890764646,0.7037037037037037,0.4418604651162791,0.10952380952380952
7235,24,5.5,9.3,9.2,0.6,0.0,1.6,16,1,21,39,41,159200,12,1,45,42,7,4,295,48,1,0,2.6,0.0,0.4,0.1360544217687075,0.10384215991692626,0.046511627906976744,0.014164305949008499,0.007751937984496124,0.0035714285714285713
7236,14,2.8,8.1,8.0,1.4,0.0,0.8,19,0,6,8,177,139000,20,0,1,9,67,5,390,45,0,1,2.8,0.0,0.1,0.1360544217687075,0.10384215991692626,0.046511627906976744,0.014164305949008499,0.007751937984496124,0.0035714285714285713
7237,19,4.1,5.4,5.3,0.9,0.0,1.6,14,0,16,22,215,79200,20,0,12,2,68,5,295,60,0,1,4.4,0.0,0.3,0.37735849056603776,0.15151515151515152,0.05364327223960661,0.02962962962962963,0.046511627906976744,0.04642857142857143
7238,13,9.2,8.4,8.3,0.0,0.3,1.6,12,1,15,22,110,158600,15,0,4,41,185,3,295,87,0,0,5.3,0.0,0.2,0.16129032258064516,0.25510204081632654,0.0823045267489712,0.05185185185185185,0.023255813953488372,0.014285714285714285
7239,13,2.6,9.6,9.5,2.7,0.0,1.6,11,1,11,5,89,198100,18,0,30,7,128,4,390,72,0,1,4.9,0.0,0.2,0.5988023952095809,0.2695417789757412,0.06220839813374806,0.025495750708215296,0.031007751937984496,0.03214285714285714
7240,28,7.7,4.5,4.4,0.0,0.0,1.6,19,0,10,5,284,78600,13,0,22,1,246,4,295,33,0,1,0.7,0.0,0.1,0.02108370229812355,0.028409090909090908,0.001000010000100001,0.0,0.0,0.0
7241,19,4.9,3.3,3.2,0.0,0.5,0.8,13,1,45,19,119,58400,20,0,29,13,5,5,390,30,1,0,0.9,0.3,0.3,0.078125,0.06265664160401002,0.012139605462822459,0.04815864022662889,0.24242424242424243,0.047619047619047616
7242,23,6.2,8.7,8.6,1.0,0.0,0.8,17,1,4,33,158,197500,20,1,41,6,6,5,390,45,1,0,6.4,0.0,0.5,1.7857142857142856,0.30959752321981426,0.18045112781954886,0.5977337110481586,1.0784313725490196,0.09523809523809523
7243,18,4.7,4.8,4.7,1.0,0.0,0.8,14,0,50,16,32,117500,18,0,8,11,67,3,390,57,1,1,1.9,0.0,0.4,0.44052863436123346,0.2293577981651376,0.05967180507210343,0.014164305949008499,0.0,0.0
7244,26,7.2,7.6,7.5,1.6,0.0,0.8,13,1,20,44,108,196700,19,0,30,41,69,4,390,89,1,0,3.8,0.0,0.4,0.44052863436123346,0.2293577981651376,0.05967180507210343,0.014164305949008499,0.0,0.0
7245,17,4.5,6.4,6.3,2.1,0.0,1.6,16,1,4,13,244,176600,16,1,37,9,128,5,295,85,0,1,3.6,0.0,0.1,0.11160714285714285,0.07446016381236038,0.025183630640083946,0.014814814814814815,0.007751937984496124,0.007142857142857143
7246,28,1.7,5.2,5.1,2.3,0.0,0.8,20,0,39,27,80,156400,14,1,45,21,188,3,390,81,0,0,3.3,0.0,0.2,0.17761989342806395,0.18348623853211007,0.08281573498964803,0.0169971671388102,0.0,0.0
7247,19,12.1,4.0,3.9,0.2,0.0,0.8,13,1,24,41,215,136200,12,0,1,33,247,3,295,78,1,1,1.4,0.0,0.4,0.0578368999421631,0.078064012490242,0.001000010000100001,0.007407407407407408,0.0,0.0
7248,10,9.3,2.8,2.7,0.4,0.0,1.6,16,0,8,9,51,116100,19,1,8,45,7,4,390,74,0,0,1.1,0.0,0.1,0.04621072088724584,0.13908205841446453,0.0551470588235294,0.0056657223796034,0.007751937984496124,0.004761904761904762
7249,18,11.9,5.5,5.4,0.8,0.0,1.6,15,0,29,37,128,195300,20,0,30,31,9,5,295,40,1,1,2.8,0.0,0.5,0.5988023952095809,0.21978021978021978,0.07884362680683311,0.24814814814814815,0.5228758169934641,0.06785714285714285
7250,29,9.1,4.3,4.2,1.1,0.0,0.8,18,1,13,6,263,175200,17,1,37,43,69,3,390,36,0,0,2.4,0.0,0.2,0.09074410163339383,0.06583278472679395,0.001000010000100001,0.0084985835694051,0.0070921985815602835,0.0
7251,20,6.4,3.1,3.0,1.1,0.0,1.6,12,0,48,20,99,155000,15,0,45,10,128,3,295,32,1,1,1.8,0.0,0.4,0.0968054211035818,0.12903225806451613,0.033745781777277835,0.007407407407407408,0.012121212121212121,0.0035714285714285713
7252,11,3.6,10.0,9.9,4.8,0.0,0.8,15,0,33,34,234,134800,13,0,1,23,188,4,390,28,0,0,6.7,0.0,0.1,0.3663003663003663,0.1026694045174538,0.05067567567567567,0.059490084985835696,0.07092198581560284,0.004761904761904762
7253,22,14.0,8.8,8.7,0.8,0.0,0.8,18,1,17,3,70,114700,20,1,8,35,247,5,295,25,1,1,3.7,0.0,0.2,0.26666666666666666,0.45248868778280543,0.4477611940298507,0.014814814814814815,0.09090909090909091,0.0035714285714285713
7254,26,2.1,6.2,6.1,0.6,0.0,1.6,13,0,28,17,108,54800,20,0,19,28,248,5,390,40,0,0,5.7,0.0,0.5,0.7633587786259541,0.3717472118959108,0.12145748987854249,0.042492917847025496,0.07751937984496124,0.014285714285714285
7255,25,8.5,6.4,6.3,0.0,2.1,0.8,15,1,37,31,41,74400,15,0,22,14,67,3,295,83,0,0,3.5,1.7,0.1,0.001000010000100001,0.09652509652509653,0.022350530825107098,0.003703703703703704,0.0,0.0
7256,29,9.8,3.8,3.7,1.1,0.0,1.6,19,1,47,45,80,14500,16,1,33,7,68,4,390,33,0,0,3.5,0.0,0.3,0.19120458891013384,0.1545595054095827,0.022714366837024418,0.0339943342776204,0.1347517730496454,0.04285714285714286
7257,19,7.0,2.6,2.5,1.0,0.0,0.8,12,0,32,14,215,193300,13,0,40,19,127,4,390,29,1,1,2.3,0.0,0.5,0.07955449482895784,0.08503401360544217,0.021602160216021602,0.0056657223796034,0.024242424242424242,0.0
7258,10,4.3,9.5,9.4,0.0,4.2,1.6,16,1,16,28,51,173200,11,1,48,32,187,5,295,25,0,0,8.7,2.1,0.2,0.038834951456310676,0.33444816053511706,0.0746268656716418,0.007407407407407408,0.09929078014184398,0.009523809523809525
7259,22,1.5,8.3,8.2,0.0,4.0,0.8,19,1,0,42,186,153000,18,1,4,44,246,3,390,88,1,0,7.5,1.4,0.3,0.001000010000100001,0.07396449704142012,0.015690376569037656,0.0028328611898017,0.0,0.0
7260,26,2.8,5.6,5.5,0.8,0.0,0.8,13,0,11,11,225,93100,19,0,15,37,247,3,295,37,0,0,2.7,0.0,0.1,0.09208103130755065,0.0764525993883792,0.040581670612106865,0.014814814814814815,0.0070921985815602835,0.0
7261,28,10.4,3.2,3.1,0.0,0.3,0.8,20,1,30,39,196,52800,14,1,29,16,67,5,295,30,0,0,1.3,0.0,0.4,0.1264222503160556,0.09233610341643582,0.001000010000100001,0.003703703703703704,0.0070921985815602835,0.0
7262,29,3.8,4.4,4.3,1.0,0.0,0.8,20,1,26,22,175,92300,17,1,5,27,10,5,390,81,0,1,1.2,0.0,0.4,0.3460207612456747,0.1234567901234568,0.08830022075055187,0.0453257790368272,0.06201550387596899,0.014285714285714285
7263,23,8.9,7.4,7.3,0.0,1.3,0.8,18,0,25,22,70,171800,12,1,48,21,127,3,295,42,0,1,6.8,1.1,0.3,0.3831417624521073,0.38167938931297707,0.1437125748502994,0.03333333333333333,0.13953488372093023,0.017857142857142856
7264,10,11.4,2.1,2.0,0.9,0.0,0.8,16,1,46,5,147,52000,12,0,19,7,129,3,390,73,0,0,0.9,0.0,0.2,0.04775549188156638,0.058445353594389245,0.001000010000100001,0.0028328611898017,0.0,0.0
7265,21,8.7,9.0,8.9,0.6,0.0,1.6,20,0,30,19,282,31800,20,1,26,19,189,4,295,70,1,1,0.7,0.0,0.4,0.3831417624521073,0.16977928692699493,0.001000010000100001,0.003703703703703704,0.0,0.0
7266,26,10.0,6.3,6.2,0.4,0.0,1.6,14,0,40,33,21,171000,20,0,37,12,190,5,390,86,0,1,3.8,0.0,0.1,0.1303780964797914,0.28328611898017,0.4195804195804196,0.014164305949008499,0.015503875968992248,0.010714285714285714
7267,16,7.2,5.1,5.0,0.9,0.0,0.8,17,1,25,2,156,150800,18,0,45,24,249,5,295,82,1,0,3.2,0.0,0.3,0.10141987829614606,0.15432098765432098,0.022123893805309734,0.014814814814814815,0.006535947712418301,0.004761904761904762
7268,28,4.5,3.9,3.8,1.1,0.0,1.6,11,1,9,16,292,130600,15,1,1,36,9,3,390,78,0,1,2.6,0.0,0.5,0.33112582781456956,0.043215211754537596,0.001000010000100001,0.0906515580736544,0.15503875968992248,0.05357142857142857
7269,11,5.7,9.3,9.2,2.7,0.0,0.8,15,0,19,30,30,70800,16,0,12,29,10,3,295,28,0,1,3.3,0.0,0.2,0.33112582781456956,0.043215211754537596,0.001000010000100001,0.0906515580736544,0.15503875968992248,0.05357142857142857
7270,26,10.8,4.2,4.1,0.0,1.9,0.8,13,1,19,30,225,150200,20,0,4,23,127,4,295,55,0,0,4.0,0.0,0.1,0.001000010000100001,0.04610419548178884,0.014973795857249813,0.003703703703703704,0.0,0.0
7271,21,9.3,8.4,8.3,0.0,0.3,0.8,20,0,13,13,99,70200,18,1,22,28,188,5,295,67,1,1,4.2,0.2,0.5,0.5847953216374269,0.37735849056603776,0.07761966364812418,0.025925925925925925,0.006535947712418301,0.0
7272,25,10.6,5.7,5.6,0.6,0.0,1.6,15,0,24,27,137,10300,18,0,33,21,189,3,390,83,0,1,0.8,0.0,0.2,0.07158196134574087,0.0968054211035818,0.014610982588579083,0.0084985835694051,0.0,0.0
7273,15,7.9,4.5,4.4,0.0,0.5,1.6,18,1,8,41,273,189100,16,1,40,33,248,3,390,79,1,0,0.6,0.3,0.4,0.05892751915144373,0.0543773790103317,0.001000010000100001,0.0,0.0,0.0
7274,10,6.4,8.7,8.6,2.9,0.0,1.6,16,0,3,24,147,109100,14,0,8,38,9,4,390,25,0,1,6.2,0.0,0.3,0.684931506849315,0.3021148036253776,0.4477611940298507,0.8158640226628895,2.2127659574468086,0.08928571428571429
7275,22,3.6,7.5,7.4,0.0,1.8,0.8,19,0,38,38,282,88900,11,1,15,5,69,5,295,87,0,1,4.9,0.6,0.5,0.001000010000100001,0.09775171065493646,0.028149190710767064,0.007407407407407408,0.0,0.0
